Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
3201,EMPELOTICA,EMPELOTICA,Lenny Tavárez,2/22/2024,USWL12400540,"3,181",24.4,"68,349,764","7,210","31,014,133",8.0,"16,821,942","150,277","4,814","936,755","10,013,585","216,158,198",13.0,"1,143",,19.0,"1,742,799",11.0,"486,201",53,"11,448","134,177",,1
3214,CÓMO SE SIENTE - Remix,CÓMO SE SIENTE (Remix),JHAYCO,5/9/2020,USUM72010288,"3,190",24.4,"705,672,746","84,469","33,371,478",70.0,"271,113,088","1,055,058","38,258","16,654,149","124,603,506","504,904",79.0,"4,564",20,35.0,"48,467",22.0,"66,731,877","7,395","72,533","633,497",,1
3222,"Perdón, Perdón",Esto Sí Es Cumbia,Los Ángeles Azules,6/8/2018,MX1721600897,"3,214",24.3,"61,704,511","4,273","3,030,216",53.0,"1,185,240,552","3,361,490",154,"22,976","402,111","19,256,962",,378,,1.0,"20,173",6.0,"26,921,535","3,376",,"119,855",,0
3240,MERCEDES CAROTA,nadie sabe lo que va a pasar mañana,Bad Bunny,10/13/2023,QMFME2364192,"3,231",24.2,"102,660,899","18,253","6,004,573",,"32,838,380","323,861","3,233","2,189,880","21,328,128","2,634,695",9.0,186,,,,3.0,"3,314,440",726,,"208,933",,1
3258,Si Te La Encuentras Por Ahí,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Feid,8/5/2022,USUM72214628,"3,254",24.1,"245,582,383","50,023","10,033,886",65.0,"100,812,283","754,232","28,407","6,489,257","97,281,914","319,953,187",19.0,"5,593",75,6.0,"272,667",3.0,"2,377,785",259,,"313,095",,0
3268,Maria,María,HWASA,6/29/2020,KRA382002246,"3,258",24.1,"280,901,994","31,034","6,694,945",63.0,"489,518,287","8,770,696","854,500","100,199,461","948,594,062","14,011,677",6.0,"3,915",7,6.0,"43,233",20.0,"2,248,413","3,097",,"126,970",,0
3274,TE AMO ♡,TE AMO ♡,Fer Vazquez,4/30/2024,ARC082400003,"3,264",24.1,"5,790,738",369,"3,488,921",64.0,"20,489,530","159,632",,,,"16,582,955",1.0,"1,068",,6.0,"298,082",4.0,"2,039",11,,"27,697",,0
3283,Tú Me Dejaste De Querer,El Madrileño,C. Tangana,11/5/2020,ES5022000718,"3,277",24.0,"401,979,272","80,139","15,198,667",66.0,"236,719,624","1,667,710","101,915","18,751,200","203,030,554","86,821,613",75.0,"15,171",6,33.0,"364,216",13.0,"232,813",694,"1,133,646","1,750,278",,0
3288,Me Rehúso,Me Rehúso,Danny Ocean,9/16/2016,USWL11700128,"3,274",24.0,"1,779,760,815","90,161","37,656,145",69.0,"734,259,158","3,624,282","513,775","50,587,031","371,899,383","6,608",136.0,"23,294",82,57.0,"1,437,169",6.0,,,,,,0
3289,Baby you,Baby you,有華,1/18/2023,JPCO02230140,"3,273",24.0,"30,361,093","6,140","1,321,340",52.0,"30,346,457","499,318","1,530,302","159,193,521","1,949,963,259","70,002,169",16.0,114,,,,4.0,,,,"250,538",,0
