Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
2638,Another Love - Tiësto Remix,Another Love - Tiësto Remix,Tom Odell,5/13/2022,GBARL2201039,"2,620",27.5,"141,141,890","32,658","32,977,028",67.0,"26,048,435","224,730","1,662,320","900,971,288","8,556,410,580",,20.0,"37,145",,23.0,"557,055",,"172,209",366,,"770,960",,0
2642,Viva La Vida,Viva La Vida or Death and All His Friends,Coldplay,9/21/2005,GBAYE0800265,"2,619",27.5,"2,102,223,775","335,772","128,128,093",80.0,"1,412,127,488","8,707,376","1,619,542","244,469,571","2,264,301,241","1,233,854,544",93.0,"258,525",208,174.0,"4,371,982",94.0,,,,"54,637",,0
2647,Flashback,Flashback,Favé,9/15/2023,DGA082396900,"2,654",27.4,"88,014,813","16,418","4,788,967",66.0,"53,097,639","393,538","99,500","3,276,455","26,517,142","118,125,080",10.0,"6,432",,15.0,"5,475,765",12.0,13,,"410,078","541,305",,1
2654,Luché La Ley,Luché La Ley,BoomBoxRepairKit,5/20/2022,QZHN62294886,"2,645",27.4,,,,,"511,029,390","1,611,310",,,,,,1,,,,,,,,10,,0
2660,Amor A Primera Vista,De Buenos Aires Para El Mundo,Los Ángeles Azules,6/14/2019,MX1721901080,"2,644",27.4,"346,860,422","29,735","10,707,382",65.0,"888,138,257","2,432,863","18,009","4,833,780","73,588,039","29,426,957",32.0,"7,700",47,10.0,"72,268",16.0,"43,302,352","13,188",,"1,446,419",,0
2663,นี่มันหน้าร้อนหรือน่ารัก,นี่มันหน้าร้อนหรือน่ารัก,bonnadol,3/15/2023,THSOH2301617,"2,652",27.4,"478,756",207,"18,460",21.0,"5,028,021","4,866","2,000,000","13,777,952","193,347,455",,,,,,,,,,,"4,666",,0
2668,I Can See You (Taylor's Version) (From The Vault),Speak Now (Taylor's Version),Taylor Swift,7/7/2023,USUG12302091,"2,673",27.3,"247,056,218","19,231","16,723,973",69.0,"41,065,721","1,260,603","139,100","34,732,272","386,594,049","756,308,958",30.0,"21,779",3,13.0,"387,578",43.0,"3,133,286","2,751","283,563","459,379",,0
2669,Dernière danse,Mini World,Indila,11/13/2013,FRUM71301049,"2,672",27.3,"410,783,411","84,509","10,769,145",72.0,"1,717,040,143","17,082,350","309,984","152,093,157","1,251,931,456","207,204,169",18.0,"12,131",,35.0,"6,308,639",2.0,"4,540,897","13,830",,"10,550,609",,0
2670,Prada (feat. D-Block Europe) - Valexus Remix,Prada (feat. D-Block Europe) [Valexus Remix],cassö,9/8/2023,GBCEN2300156,"2,667",27.3,"47,098,121","16,949","17,937,069",,,,,,,,4.0,321,,7.0,"3,429",5.0,"128,025",111,"9,316,214","185,116",,1
2682,Otra Noche,Cumbia Del Corazón,Los Ángeles Azules,11/11/2021,MX1722101437,"2,659",27.3,"238,849,559","26,517","11,475,144",64.0,"401,770,615","1,536,208","1,275","1,185,903","16,815,994","10,816,168",12.0,"12,312",211,13.0,"369,524",5.0,"3,690,918","2,072",,"885,927",,0
