Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
533,TÚ NAME,Dolido Pero No Arrepentido,Fuerza Regida,2/9/2024,QZ9QQ2400125,531,66.7,"188,154,454","6,068","47,264,152",82.0,"124,152,999","632,963",,"2,121,100","27,500,000","528,622,354",32.0,18,,13.0,"1,810,337",6.0,"6,288,446","4,696",,"445,052",,0
539,Cuando Te Amé,Cuando Te Amé - Single,Cupula Roja,6/8/2024,,537,66.3,,,,,"97,907",436,,,,,,,,,,,,,,"837,439",,0
541,The Motto,DRIVE,Tiësto,11/4/2021,CYA112001070,540,66.2,"818,199,643","147,373","98,477,761",70.0,"300,558,745","1,923,570","121,422","28,637,203","591,641,859","2,987,052,499",223.0,"219,365","1,085",129.0,"3,090,312",73.0,"99,191,606","14,575",,"4,987,597",,0
547,BREAK MY SOUL,RENAISSANCE,Beyoncé,6/21/2022,USSM12206234,544,65.7,"443,564,590","80,121","43,604,917",64.0,"122,345,818","1,753,026","247,082","93,051,722","1,231,848,412","4,088,928,383",210.0,"436,049","1,089",73.0,"1,986,611",115.0,"24,808,925","23,163","4,766,826","2,682,867",,0
554,Qué Más Pues?,JOSE,J Balvin,5/28/2021,QZM5U2100064,552,65.3,"811,810,737","117,049","31,186,381",67.0,"874,107,993","4,127,669","914,703","200,383,930","1,748,578,220","176,466,990",108.0,"43,750",105,34.0,"1,198,593",72.0,"23,369,752","4,765",,"1,744,699",,0
562,I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I,Måneskin,3/19/2021,ITB002100115,558,64.4,"1,053,626,902","240,281","35,343,056",77.0,"286,243,073","5,394,802","415,619","226,005,917","1,755,214,047","275,474,626",117.0,"53,353",185,50.0,"1,407,171",44.0,"18,935,940","25,775",,"6,698,043",,1
570,Con Altura,Con Altura,ROSALÍA,3/28/2019,USSM11900950,566,63.9,"770,653,954","81,459","36,880,651",66.0,"2,296,478,541","10,488,884","216,000","24,907,115","353,024,939","485,556,969",194.0,"27,554",431,81.0,"940,235",66.0,"42,954,487","21,247",,"2,990,649",,0
571,해야 (HEYA),IVE SWITCH,IVE,4/29/2024,QM4TX2478220,568,63.8,"32,189,908","1,646","17,870,918",60.0,"56,484,359","869,830",,"2,558,230","19,697,730",,26.0,642,,8.0,"159,862",20.0,"52,017",28,"80,824","58,570",,0
572,LA CANCIÓN,OASIS,J Balvin,6/28/2019,USUM71911618,570,63.8,"1,706,325,903","149,957","78,600,154",79.0,"1,527,773,578","6,954,777","51,934","21,045,881","143,346,183","334,064,909",157.0,"19,418",24,118.0,"3,592,823",39.0,"150,953,996","62,582",,"3,149,000",,0
574,Chandelier,1000 Forms Of Fear (Deluxe Version),Sia,1/1/2014,USRC11400498,569,63.8,"1,729,264,620","171,065","77,207,881",75.0,"3,137,616,905","17,150,946","369,612","124,140,769","1,176,707,701","1,774,014,030",216.0,"244,316",257,151.0,"1,369,282",70.0,"409,374,508","528,134",,"19,192,527",,0
