Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
3474,La Llevo Al Cielo (Ft. Ñengo Flow),La Llevo Al Cielo (Ft. Ñengo Flow),Chris Jedi,5/20/2022,USUM72201829,"3,471",23.2,"411,006,233","63,319","20,006,639",67.0,"6,186,421","60,126",,,,,29.0,"19,221",60,12.0,"1,978,603",21.0,"18,018,765","2,734",,"1,029,664",,1
3485,"Não, Não Vou",Piseiro Sofrência,Mari Fernandez,4/29/2021,BCFWR2100002,"3,469",23.2,"158,404,124","19,033","5,413,126",51.0,"156,298,379","1,025,633","2,418,608","89,218,584","927,182,106","218,620,029",32.0,"5,312",,27.0,"134,250",4.0,"1,380",4,"27,099",,,0
3486,Я буду ебать,Я буду ебать,Moreart,12/4/2020,FR26V2072992,"3,475",23.2,"60,358,583","32,582","1,788,403",50.0,"43,371,351","749,082","3,001,121","650,159,397","8,680,132,146","994,101",4.0,340,,,,3.0,"2,287,886","1,511",,"3,413,948",,1
3488,Ali Cabbar,Parti İptal,Emir Can İğrek,6/2/2023,TRAUR2300024,"3,467",23.2,"63,442,980","10,414","1,765,706",58.0,"127,252,829","552,569","84,400","3,171,710","108,671,025","4,788,783",7.0,"4,502",,,,,,,,"224,773",,0
3512,ธาตุทองซาวด์,ธาตุทองซาวด์,YOUNGOHM,1/25/2023,FR10S2319442,"3,498",23.1,"17,745,591","2,837","283,039",47.0,"172,379,457","1,396,751","583,900","62,524,027","749,416,523",,6.0,32,,,,,,,,"62,461",,1
3518,Sial,fábula,Mahalini,1/23/2023,FR10S2380774,"3,525",23.0,"324,327,622","13,022","4,228,094",75.0,"97,061,421","500,989","449,308","131,329,737","1,614,389,086","45,212,529",8.0,"5,387",,,,,,,,"97,349",,0
3521,CAROLINA,MAÑANA SERÁ BONITO,KAROL G,2/24/2023,USUM72222553,"3,517",23.0,"89,487,508","7,595","3,622,886",66.0,"64,767,621","301,091","896,706","29,472,860","466,245,707","1,327,214",5.0,310,,1.0,"238,980",8.0,"6,070,386","1,591",,"186,834",,0
3528,Păi naa,Păi naa,Babasha,6/1/2024,ROGRA2400380,"3,522",23.0,"881,858",75,"194,541",53.0,"7,429,733","106,911",,,,,1.0,,,1.0,"128,640",,,,,"11,206",,0
3536,LLYLM,LLYLM,ROSALÍA,1/27/2023,USSM12300114,"3,513",23.0,"163,400,564","25,380","8,516,973",60.0,"37,506,561","368,510","14,073","8,297,832","107,127,704","58,633,125",75.0,"70,787",9,36.0,"410,250",33.0,"773,952",,,"1,343,247",,0
3545,Vampiro,Vampiro,Matuê,3/29/2022,BXW922100034,"3,527",22.9,"250,112,783","37,790","7,871,652",67.0,"207,570,990","2,206,717","77,011","12,026,795","81,406,851","27,177,813",18.0,250,,29.0,"251,363",5.0,,,,"124,505",,0
