Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
1233,POR QUÉ SERÁ,JUGANDO A QUE NO PASA NADA,Grupo Frontera,5/9/2024,FRX452426440,"1,225",42.7,"29,906,024","1,596","46,272,988",76.0,"17,263,028","241,869",,,,"5,110,923",14.0,985,,9.0,"2,186,605",23.0,"3,921,881",273,,"151,296",,0
1237,Playa del Inglés,Reggaeton Workout,Quevedo,12/15/2022,ES5152201707,"1,227",42.7,"347,558,532","68,744","34,228,107",67.0,"151,166,424","705,558","99,164","14,984,269","323,188,246","6,739,337",18.0,"18,093",9,19.0,"264,043",27.0,"503,289",244,"90,739","687,719",,0
1251,Qual é seu desejo?,Qual é seu desejo?,Tz da Coronel,2/29/2024,BC2TS2400002,"1,244",42.4,"71,586,678","6,088","12,104,937",73.0,"68,170,959","616,414",,,,"196,516,221",17.0,15,,36.0,"7,534,674",23.0,,,,,,1
1258,Corazón (feat. Nego do Borel),F.A.M.E.,Maluma,11/3/2017,USSD11700459,"1,251",42.3,"598,040,653","52,952","15,758,764",64.0,"1,871,767,126","7,019,685","37,943","11,651,047","44,176,203","334,146,897",38.0,"19,241",176,31.0,"141,022",17.0,"146,563,344","38,361",,"3,689,896",,0
1263,Te Lo Agradezco,Lo Más Escuchado del 2023,Kany García,7/27/2023,US5022300029,"1,258",42.2,"169,162,533","9,016","8,885,567",73.0,"210,403,837","848,450","30,483","1,140,777","22,480,064","749,855,362",14.0,"9,599",,22.0,"3,911,259",3.0,"11,103,615","2,348",,"623,417",,0
1266,Marea (we've lost dancing),Actual Life (April 14 - December 17 2020),Fred again..,2/22/2021,GBAHS2100041,"1,259",42.2,"336,943,720","191,372","29,642,267",71.0,"31,888,669","286,044","31,989","11,683,008","155,341,425","6,032,497",91.0,"61,528",27,38.0,"184,585",27.0,"1,787,403","1,430","6,270,623","5,947,514",,0
1272,BOMBÓN,LEGENDADDY,Daddy Yankee,3/25/2022,USUG12201723,"1,272",42.0,"129,335,327","27,681","6,391,085",60.0,"215,778,342","1,548,240","2,800,000","211,713,881","2,692,316,483","2,785,686",10.0,"15,812",62,13.0,"79,203",2.0,"12,393,972","2,820","439,602","914,770",,1
1278,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),Kina,10/8/2018,USSM11808093,"1,270",42.0,"1,020,435,750","157,944","42,123,948",69.0,"199,282,045","3,250,046","4,868,621","2,193,688,729","21,650,351,404","20,366,285",70.0,"2,225",95,51.0,"819,864",13.0,"91,698,638","75,258","958,439","7,130,025",,0
1286,Bécane - A COLORS SHOW,Bécane - A COLORS SHOW,Yamê,6/1/2023,DEXC82300032,"1,280",41.7,"120,595,666","37,922","4,374,053",69.0,"73,217,073","1,365,919","19,000","98,120,656","730,008,954","73,349,188",22.0,"7,444",,6.0,"175,058",1.0,"99,951",539,"4,548,785","3,106,294",,1
1292,Дарите женщинам цветы,Дарите женщинам цветы,Jazzdauren,3/1/2024,RUAGV2400963,"1,287",41.5,"2,902,263",968,"474,517",56.0,"77,405,121","532,621",,"304,392","10,302,500",,11.0,8,,,,,,,,"904,938",,0
