Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
3638,Explícito,Para Mi Ex,Myke Towers,12/15/2020,QMFMF2007349,"3,619",22.6,"243,931,915","57,909","7,781,405",62.0,"337,123,245","1,592,106","38,300","13,056,090","116,038,150","13,620,018",24.0,"3,123",,3.0,"19,077",4.0,"12,008,035","2,206",,"466,416",,1
3645,La Guerita,La Guerita,Grupo Marca Registrada,4/26/2024,BK4DA2412746,"3,645",22.5,"27,813,921","1,325","40,146,341",75.0,"12,969,075","88,088",,,,,5.0,5,,2.0,"39,467",,"104,690",293,,"103,648",,0
3654,Algo Mágico,Afrodisíaco,Rauw Alejandro,6/25/2020,USSD12000187,"3,648",22.5,"304,134,537","57,388","9,038,307",64.0,"345,512,160","1,952,713","327,887","43,897,868","279,992,648","4,682,360",40.0,860,,6.0,"46,735",10.0,"3,511,988","1,365","995,870","872,301",,0
3680,Me Escapé,Me Escapé,DobleP,9/7/2023,QZNJZ2368122,"3,654",22.4,"36,559,856","7,332","6,306,859",,"44,786,762","189,253","426,900","63,088,852","722,844,173",,,214,,3.0,"3,117",6.0,,,,"81,058",,1
3682,Without You (feat. Sandro Cavazza),AVĪCI - 01,Avicii,8/10/2017,SE5R71700101,"3,662",22.4,"1,074,175,360","135,290","29,277,394",73.0,"293,084,186","2,973,334","180,391","19,770,288","229,614,343","24,725,817",82.0,"43,106",119,46.0,"259,328",7.0,"21,846,254","11,253",,"5,939,460",,1
3686,Love Me Harder,My Everything - Deluxe,Ariana Grande,1/1/2014,USUM71409728,"3,655",22.4,"917,284,463","80,957","31,639,571",73.0,"930,161,541","5,513,057","18,522","2,323,429","18,428,812","504,598,711",84.0,"18,813",12,55.0,"778,510",19.0,"308,184,099","116,610",,"5,880,498",,0
3695,Página De Ex - Ao Vivo,Mari No Barzinho - Ao Vivo No RJ,Mari Fernandez,4/26/2024,BCZT72400033,"3,666",22.4,"13,842,105",920,"16,028,156",71.0,"18,663,230","85,838",,,,"17,057,535",4.0,2,,11.0,"805,419",9.0,231,,,"10,827",,0
3700,"SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)",The Academy: Segunda Misión,The Academy: Segunda Misión,3/28/2024,USWL12400691,"3,684",22.3,"35,185,414","3,730","5,697,401",68.0,"14,926,797","144,331",,,,"6,920,836",21.0,422,,3.0,"21,209",,"227,701",109,,"143,569",,1
3704,Eyvah Neye Yarar,Karışık Kaset,Semicenk,12/15/2023,DGA0Q2317098,"3,698",22.3,"27,235,294","2,618","767,611",,"74,511,800","233,751",,,,"329,897,277",2.0,95,,1.0,"1,566,667",,,,,"121,649",,0
3710,Hola Señorita,Ceinture noire (Décennie),GIMS,4/25/2019,FR8FB1901430,"3,695",22.3,"208,249,257","42,423","5,969,962",58.0,"639,243,342","3,905,330","146,449","5,679,661","111,981,041","254,002,569",78.0,"15,911",,19.0,"684,768",8.0,,,"126,720","3,459,196",,0
