Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
2026,Prohibidox,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Feid,9/14/2022,USUM72217627,"2,012",32.1,"289,624,210","36,819","10,542,649",70.0,"201,168,669","890,146","348,887","29,953,518","298,398,790","2,872,779",27.0,"10,939",,13.0,"376,532",7.0,"3,469,448",496,,"465,619",,0
2031,SEDA,nadie sabe lo que va a pasar mañana,Bad Bunny,10/13/2023,QMFME2364188,"2,009",32.1,"138,855,240","27,705","8,044,125",,"33,615,045","376,469",,,,"4,046,637",6.0,665,,2.0,"4,812,515",5.0,"3,418,721",512,,"201,936",,1
2046,cómo dormiste?,cómo dormiste?,Rels B,8/4/2022,UYB282276000,"2,038",31.9,"516,560,181","60,949","15,706,900",74.0,"110,114,094","814,675","244,400","53,071,916","544,497,354","203,932,387",17.0,"7,220",3,10.0,"130,488",22.0,"39,159",,,"340,443",,1
2049,¿Cuál Es Su Nombre?,El De La Nueva Baby,Lucky Brown,9/14/2023,CLA1D2300086,"2,041",31.9,"83,521,812","10,789","6,141,307",66.0,"127,280,465","489,928","110,443","7,796,172","52,933,390","497,967,066",1.0,126,,3.0,"1,948,038",,"42,326",14,,"97,655",,1
2053,Where Are Ü Now (with Justin Bieber),Skrillex and Diplo present Jack Ü,Jack Ü,2/24/2015,USAT21500555,"2,036",31.9,"1,100,392,417","117,948","37,006,559",69.0,"1,343,498,789","7,017,961","33,476","781,713","1,292,397","246,356,209",11.0,"43,071",74,126.0,"615,957",65.0,"270,250,732","213,577",,"25,076",,0
2054,TKN (feat. Travis Scott),TKN (feat. Travis Scott),ROSALÍA,5/28/2020,USSM12001261,"2,047",31.9,"447,192,467","93,245","19,111,650",61.0,"304,553,514","4,676,461","1,600,000","229,389,091","1,990,567,953","34,030,311",141.0,"29,258",181,58.0,"359,553",24.0,"5,796,151","6,986",,"2,921,983",,0
2056,Está Dañada,Alma Vacía,Ivan Cornejo,8/20/2021,QZMFV2000188,"2,037",31.9,"263,986,575","37,945","5,228,085",67.0,"138,793,735","1,535,505","953,400","208,958,147","1,575,405,115","266,125",21.0,15,2,2.0,810,7.0,"16,443,108","26,731","22,737,141","1,413,328",,0
2062,Maps,V,Maroon 5,1/1/2014,USUM71407116,"2,052",31.8,"1,676,528,402","191,597","65,483,960",79.0,"942,734,894","4,766,947","72,429","23,807,742","152,847,615","545,259,689",62.0,"14,258",45,57.0,"744,211",13.0,"494,847,775","166,161",,"157,957",,0
2081,Hackearam-me,"Decretos Reais, Vol. 3",Marília Mendonça,3/16/2023,BRWNV2300007,"2,073",31.7,"43,921,455","1,924","4,623,719",44.0,"329,678,889","1,854,891","1,304","633,597","6,144,992","226,061,001",8.0,26,,11.0,"718,002",4.0,"26,190",,,"9,589",,0
2084,夜に駆ける,夜に駆ける,YOASOBI,12/15/2019,JPP301900716,"2,085",31.6,"588,095,934","82,659","7,746,455",67.0,"690,674,947","5,232,424","146,905","80,235,443","613,017,696","84,307,511",59.0,"2,186",,7.0,"11,927",9.0,"1,163,746","1,034",,"1,740,273",,0
