Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
133,Acróstico - Milan + Sasha,Acróstico (Milan + Sasha),Shakira,5/11/2023,USQX92302824,134,129.6,"230,849,195","23,091","12,233,221",64.0,"363,082,908","5,135,848","4,897,595","104,580,759","1,551,501,289","150,614,267",49.0,"24,103",214,25.0,"319,914",33.0,"23,525,446","4,705",,"623,446",,0
138,Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milionário,3/1/2024,BCAEW2400001,139,128.5,"37,157,630","2,052","30,387,641",74.0,"63,418,833","427,441","1,600,000","853,176","8,850,449","149,589,609",11.0,190,,32.0,"8,460,458",11.0,,,,"42,895",,0
146,มองนานๆ,มองนานๆ,FLI:P,4/7/2023,FRX282306294,147,125.4,"8,028,757","1,972","488,653",44.0,"48,533,758","399,664","8,800,000","256,186,613","3,985,974,550","6,879,573",1.0,373,,,,,,,,"220,198",,0
159,QLONA,MAÑANA SERÁ BONITO (BICHOTA SEASON),KAROL G,8/10/2023,USUG12305257,160,120.7,"850,810,162","56,104","79,334,561",82.0,"258,553,384","1,174,349","1,167,300","58,820,722","717,259,721","590,681,204",72.0,"39,951",4,57.0,"7,146,260",83.0,"32,210,732","12,492",,"1,537,093",,1
161,とけいのうた,ののちゃん 3さい こどもうた,ののちゃん(村方乃々佳),1/5/2022,JPKI02118106,162,119.5,"548,408",130,"20,518",24.0,"1,356,336","17,701","18,000,000","334,009,036","7,041,708,832",,1.0,,,,,,,,,"69,763",,0
