Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
164,Señorita,Shawn Mendes (Deluxe),Shawn Mendes,5/25/2018,USUM71911283,165,117.6,"2,738,293,818","251,033","108,433,327",74.0,"2,372,399,124","26,919,886","5,815,851","140,938,643","1,859,977,153","2,305,437,038",380.0,"531,893",378,570.0,"2,693,006",89.0,"337,815,285","426,555",,"15,254,141",,0
165,DESPECHÁ,MOTOMAMI +,ROSALÍA,7/28/2022,USSM12207207,166,116.9,"1,003,487,432","126,402","88,024,543",73.0,"621,874,255","2,859,234","2,409,247","476,447,290","6,208,638,113","672,233,681",152.0,"175,614","1,077",105.0,"6,388,819",97.0,"40,988,020","6,129",,"3,205,234",,1
174,PERRO NEGRO,nadie sabe lo que va a pasar mañana,Bad Bunny,10/13/2023,QMFME2364199,175,114.2,"689,181,455","61,138","90,492,257",83.0,"183,381,482","738,123","213,300","49,332,435","487,440,417","546,833,520",67.0,"32,507",175,51.0,"13,729,294",44.0,"14,039,085","3,684","2,473,108","930,098",,1
180,Según Quién,Don Juan,Maluma,8/17/2023,USSD12300400,182,111.8,"571,366,508","32,236","42,828,677",79.0,"475,200,526","1,369,288",,,,"1,602,673,476",50.0,"38,691",423,60.0,"10,199,675",29.0,"35,912,217","8,715","46,646","1,703,294",,1
212,CUFF IT,RENAISSANCE,Beyoncé,7/29/2022,USSM12206232,213,104.9,"795,960,535","100,204","68,659,216",73.0,"176,996,169","1,606,296","2,762,888","945,005,125","11,215,597,325","251,341,543",182.0,"481,547",818,108.0,"3,025,424",142.0,"41,249,326","32,516",,"3,861,203",,1
