Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
4342,Sigues Con El,Sigues Con El,Arcángel,12/13/2019,QMFME1942300,"4,331",20.2,"582,595,821","71,602","18,990,583",60.0,"212,809,052","1,189,005","88,219","11,379,520","121,455,982","16,446,365",44.0,"17,361",,25.0,"203,043",35.0,"84,749,488","14,731",,"1,294,402",,0
4343,Looking For The Hoes (Ain't My Fault),Hood Hottest Princess,Sexyy Red,6/9/2023,QZSYP2342088,"4,317",20.2,"68,965,021","11,956","10,611,984",70.0,"25,701,096","259,974","402,011","109,732,611","718,409,133",,5.0,"2,386",2,,,8.0,"5,935,978","7,448",,"437,612",,1
4354,Доча,Доча,Jah Khalib,12/2/2022,RUA322205221,"4,322",20.2,"14,566,339","6,708","323,589",48.0,"173,493,536","555,196","241,540","14,527,098","166,606,107",,7.0,"1,067",,,,,,,,"989,901",,0
4361,Think I'm In Love With You,Higher,Chris Stapleton,9/8/2023,USUG12300474,"4,333",20.2,"78,855,298","11,118","19,369,779",,"6,408,371","103,541",164,"73,093","1,578,390","151,380,225",9.0,"12,221",1,8.0,"1,745,902",23.0,"38,384,683","4,122","265,973","137,222",,0
4372,Bạn Đời,Bạn Đời,Karik,10/4/2023,VNA112300865,"4,376",20.1,"19,247,151","3,029","964,740",57.0,"99,031,817","396,913",,,,"2,119,803",4.0,2,,,,,,,,"33,574",,0
4373,Drifting,Drifting,Tiësto,6/22/2023,NLZ542300863,"4,345",20.1,"101,903,591","22,437","23,826,280",72.0,"16,541,095","130,658","3,306","382,974","7,751,938","135,657,768",29.0,"17,454",801,26.0,"413,945",6.0,"4,344,303",448,,"480,582",,0
4383,Coração Bandido,"Festa das Patroas, EP1",Marília Mendonça,7/10/2020,BRWNV2000088,"4,370",20.1,"71,915,713","6,180","8,643,384",54.0,"611,609,157","2,544,961","9,284","817,211","13,591,360","2,058,446,921",10.0,"1,872",,40.0,"1,304,457",2.0,"78,983",,,"127,483",,0
4384,Vultures,Vultures,¥$,11/22/2023,CA5KR2406316,"4,363",20.1,"45,816,040","19,208","1,392,397",,,,,,,,,247,,,,,"87,471",338,,"40,135",,1
4385,MY HOUSE,MY HOUSE,Beyoncé,12/1/2023,USSM12308805,"4,374",20.1,"45,238,166","6,057","7,158,117",,"8,478,416","174,490","3,854","1,655,059","10,260,065","1,519,706,979",18.0,"35,241",1,18.0,"689,927",14.0,"6,199,824","2,879",,"321,401",,1
4390,Prayer in C - Robin Schulz Radio Edit,Prayer in C,Lilly Wood and The Prick,1/1/2014,DEA621400286,"4,372",20.1,"1,074,583,619","152,685","43,023,486",69.0,"631,896","5,935","29,628","15,236,347","138,609,613",,118.0,"70,662",,107.0,"952,714",9.0,"242,929,188","27,275",,"30,826,278",,0
