Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
3384,Cama Repetida,Sofrência Ou Fuleragem? (Ao Vivo),Leo Santana,11/15/2023,BRUM72300667,"3,387",23.6,"74,934,765","4,740","12,977,480",,"78,522,265","428,766","1,463","57,816","1,292,457","347,089,830",8.0,86,,22.0,"1,917,238",3.0,"1,843",,,"37,487",,0
3387,I'm Not Here To Make Friends,Gloria,Sam Smith,1/27/2023,GBUM72205420,"3,386",23.6,"146,921,991","18,446","17,280,612",61.0,"37,582,359","438,887","17,397","15,319,975","351,979,940","405,838,581",52.0,"117,393",63,22.0,"522,491",28.0,"803,647",663,"239,714","813,738",,0
3389,ดาวหางฮัลเลย์,ดาวหางฮัลเลย์,fellow fellow,8/29/2023,DGA072377012,"3,378",23.6,"43,756,807","6,019","1,678,608",61.0,"122,496,150","488,640",,"13,562,600","143,782,439","34,456,773",10.0,"1,347",,,,,,,,"90,968",,0
3392,KÁRMIKA,MAÑANA SERÁ BONITO,KAROL G,2/23/2023,USUM72222551,"3,369",23.6,"114,323,355","16,398","4,576,843",64.0,"97,148,590","542,833","388,748","27,314,002","322,572,081",,10.0,"1,999",12,4.0,"117,154",,"9,369,281",697,,"352,127",,0
3398,HACIENDO QUE ME AMAS,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,11/27/2020,QMFME2066843,"3,384",23.6,"391,087,418","53,386","13,266,439",66.0,"367,082,304","2,697,123","6,576","12,303,446","88,351,589","3,881",16.0,10,,23.0,"26,018",2.0,"19,231,071","3,418",,"897,314",,1
3402,La última vez que bailamos,Paisaje del Cuerpo,"19.85",9/3/2020,CLKT22003149,"3,381",23.6,,,,,,,,,,,,,,,,,,,,"1,606,561",,0
3405,P*$$Y Fairy (OTW),P*$$Y Fairy (OTW),Jhené Aiko,1/17/2020,USUM72000367,"3,394",23.5,"188,774,618","39,746","10,892,506",63.0,"175,882,087","1,473,683","110,353","13,089,939","91,057,232","23,752,121",19.0,"83,735",69,6.0,"13,858",8.0,"114,657,478","67,868","22,199,120",,,1
3408,Enséñame a Bailar,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214887,"3,398",23.5,"348,372,811","52,893","6,523,487",69.0,"106,600,063","684,118","25,900","16,462,263","154,007,395","99,252,847",12.0,"1,956",,,,,"8,024,673","1,451",,"400,999",,0
3409,Olha a Explosão,O Melhor do Brasil,MC Kevinho,6/14/2018,USHM21860309,"3,395",23.5,,1,45,,"1,295,405,860","9,977,052",,,,"147,328,763",,,,,,,,,,,,0
3414,Tu Perfume,Tu Perfume,Banda MS de Sergio Lizárraga,2/14/2024,MXB952400003,"3,416",23.5,"18,946,480",863,"5,681,798",,"48,584,653","212,355",,,,"140,462,131",1.0,"2,842",84,,,6.0,"3,210,010",989,,"124,485",,0
