Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
2412,O Patinho Colorido,"Bento e Totó, Vol. 1",Bento e Totó,11/15/2019,BX7CP1900008,"2,396",29.1,"11,029,541","2,068","188,999",52.0,"1,003,456,602","2,729,246","42,700","2,328,242","38,710,313",283,,,,,,,,,,"13,061",,0
2413,La Mejor Version de Mi,Iluminatti,NATTI NATASHA,2/12/2019,USB271900112,"2,398",29.1,"109,221,089","33,020","14,584,019",66.0,"974,345,116","4,887,786","740,743","14,861,761","284,819,297","106,854,506",13.0,"2,579",344,2.0,"1,181",22.0,"29,092,884","13,020",,,,0
2415,Love Terremoto - Ao Vivo,Love Terremoto (Ao Vivo),Os Barões Da Pisadinha,8/3/2022,BXDW72200033,"2,413",29.0,"17,075,528","1,868","3,645,660",40.0,"458,564,536","2,110,326",,,,"433,210,004",8.0,21,,4.0,"201,570",3.0,"2,569",,,"5,899",,0
2419,Una Lady Como Tú,Una Lady Como Tú,Manuel Turizo,12/1/2016,USCGH1880295,"2,409",29.0,"2,935,372",41,"3,790",,"1,941,794,720","6,381,781",,,,"265,797,030",,,,,,,,,,,,0
2431,СОЛНЦЕ МОНАКО,The End,Lusia Chebotina,10/29/2021,QMDA62163216,"2,421",29.0,"32,318,892","13,584","1,196,310",51.0,"366,398,853","1,436,406","1,300,000","103,763,490","2,526,424,724","68,840,482",23.0,902,,3.0,"657,583",,,,,"1,544,949",,0
2440,Pişman Değilim,Pişman Değilim,Semicenk,6/2/2023,FRX762391695,"2,434",28.9,"134,291,091","16,247","2,133,867",65.0,"147,910,091","435,023",,,,"289,637,676",10.0,"9,012",,1.0,"1,566,667",,,,,"409,388",,0
2443,GIVENCHY,GIVENCHY,Duki,7/20/2022,UYB282240021,"2,436",28.9,"240,519,561","48,629","9,332,907",62.0,"203,263,077","2,270,776","46,349","38,804,922","313,936,580","5,144,948",13.0,"1,020",100,8.0,"183,474",15.0,"36,312",105,,"177,813",,1
2445,COME UN TUONO (feat. Guè),RADIO SAKURA,Rose Villain,3/7/2024,ITQ002400077,"2,433",28.9,"53,590,796","2,987","6,810,196",75.0,"26,526,323","97,934",,,,"65,522,800",21.0,"8,728",,2.0,"3,766,780",25.0,98,,,"488,628",,1
2459,Parado no Bailão,Parado no Bailão,MC L da Vinte,7/23/2018,QZ5AB2004464,"2,442",28.8,"387,513,964","87,059","13,523,070",68.0,"441,752,713","4,691,667","2,508,649","432,161,011","5,294,479,343","2,435,472",8.0,587,,17.0,"106,365",1.0,"123,904","1,948",,"3,685,557",,0
2460,El Paso del Gigante,Los Reyes de los Sonidos,Grupo Soñador,11/24/2023,QZW9L2351948,"2,444",28.8,"25,684",1,1,,,,,,,,,,,,,,"73,951,432","83,085",,,,0
