Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
4294,MONEY ON THE DASH - SPED UP,MONEY ON THE DASH,Elley Duhé,1/20/2023,QZLBC2201771,"4,268",20.4,"179,176,296","41,284","34,923,502",76.0,,,"37,300","12,038,876","156,208,048",,3.0,464,,10.0,"212,366",4.0,"37,491",215,,"400,805",,0
4298,Beautiful Day (Thank You for Sunshine),Beautiful Day (Thank You for Sunshine),Trinix,12/18/2022,FRDKW2208796,"4,266",20.4,"49,155,460","20,079","3,448,518",57.0,"55,753,855","819,754","535,200","70,722,843","1,079,671,427",,7.0,"1,291",,18.0,"200,594",,,,,"1,377,954",,0
4309,Halo,I AM...SASHA FIERCE,Beyoncé,1/1/2008,USSM10804556,"4,309",20.3,"1,556,326,643","167,145","91,569,550",68.0,"311,700,550","2,730,131","443,385","102,283,034","1,532,183,215","22,141,311",213.0,"101,536",76,260.0,"1,596,032",76.0,"525,376,163","534,859",,"8,440,483",,0
4310,Aman Güzel Yavaş Yürü,Aman Güzel Yavaş Yürü,Halodayı,6/23/2023,TRCGH2300003,"4,295",20.3,"110,759,507","16,068","2,956,360",27.0,"4,697,020","13,304","434,400","18,043,254","607,056,384",,7.0,"3,358",,2.0,"1,567,383",,,,,"515,430",,0
4311,"""هذا الحلو ""الدبكة هي الچوبي","""هذا الحلو ""الدبكة هي الچوبي",Myriam Fares,3/10/2022,FR10S2273417,"4,310",20.3,"7,383,901","4,008","539,281",48.0,"351,810,237","1,815,957","22,200","3,197,303","87,012,540","726,544",1.0,157,,1.0,339,,,,,"299,561",,0
4319,"DANÇARINA (feat. Nicky Jam, MC Pedrinho) - Remix","DANÇARINA (feat. Nicky Jam, MC Pedrinho) [Remix]",PEDRO SAMPAIO,5/13/2022,BRWMB2200601,"4,301",20.3,"100,491,006","20,334","8,731,399",59.0,"243,709","3,244","1,501,663","299,220,395","3,650,693,327",,11.0,"14,565",,26.0,"270,425",6.0,"155,438",,"60,644","1,111,153",,0
4322,Picky,Pedirás Perdón,Banda Coraleña,12/9/2016,MXUM71602301,"4,290",20.3,"575,093",42,"3,697",4.0,"1,400,964,738","4,498,959",63,149,"1,188","294,281,400",,1,,,,,,,,255,,0
4324,Qué Onda Perdida,Qué Onda Perdida,Gerardo Coronel,2/17/2023,QZDQH2301118,"4,307",20.3,"58,284,482","7,247","4,706,766",54.0,"79,995,263","436,574","297,604","27,563,004","281,657,688",,1.0,"1,561",16,,,3.0,"35,942,085","9,187","741,427","507,081",,0
4325,Hot In It (feat. Charli XCX),DRIVE,Tiësto,6/30/2022,CYA112001102,"4,306",20.3,"220,250,463","46,098","26,666,028",65.0,"28,716,329","313,494","3,275","2,514,489","36,501,469","3,025,039,082",103.0,"47,231",828,49.0,"789,803",43.0,"790,930",635,,"957,417",,0
4333,Saturno,Prometo,Pablo Alborán,6/1/2017,ES5151701359,"4,283",20.3,"495,063,827","39,662","20,764,682",71.0,"802,589,099","5,029,647","233,846","114,459,132","1,106,585,781","83,950,692",5.0,"6,789",2,25.0,"109,263",26.0,"5,465,835","7,421",,,,0
