Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
2974,Muñekita (with El Alfa & JT),Muñekita (with El Alfa & JT),Kali Uchis,8/4/2023,USUM72311229,"2,967",25.6,"96,105,220","17,341","10,481,728",60.0,"40,245,884","594,327","253,268","62,889,421","531,122,265","82,583",16.0,"2,188",69,16.0,"179,869",44.0,"1,583,340","1,130","742,848","443,624",,1
2980,UNA NOCHE EN MEDELLÍN - REMIX,MAÑANA SERÁ BONITO (BICHOTA SEASON),KAROL G,8/10/2023,USUG12305258,"2,959",25.6,"192,439,879","16,960","28,438,488",73.0,"53,961,405","347,263","84,218","8,041,478","134,541,936",,14.0,,,13.0,"2,464,704",12.0,"9,220,102","1,150",,"213,623",,1
2997,THUNDER Y LIGHTNING,nadie sabe lo que va a pasar mañana,Bad Bunny,10/13/2023,QMFME2364198,"2,988",25.5,"96,595,281","22,799","6,473,640",,"23,983,245","280,298",,,,,12.0,319,,,,11.0,"2,420,053",347,,"125,371",,1
2998,Evergreen (You Didn't Deserve Me At All),Ivory,Omar Apollo,4/8/2022,USWB12200423,"2,986",25.5,"331,332,225","63,568","40,680,913",71.0,"48,857,418","519,822","231,208","151,059,649","1,181,420,700","128,639,662",60.0,"22,823",192,28.0,"891,836",25.0,"1,824,815","4,330",,"1,380,833",,0
3017,ฉลามชอบงับคุณ Feat.IIVY B,ฉลามชอบงับคุณ Feat.IIVY B,bonnadol,7/15/2022,THSOH2206117,"3,006",25.4,"9,045,662","2,307","416,469",39.0,,,"2,800,000","137,742,080","1,523,347,880",,1.0,,,,,,,,,"28,399",,0
3018,Chyba że z Tobą,Chyba że z Tobą,MODELKI,4/4/2024,PLUM72400116,"3,010",25.4,"20,661,452","1,206","2,480,648",69.0,"30,566,261","214,059",,,,,3.0,779,,1.0,"106,258",,,,,"88,150",,0
3028,Seya,Seya,SativaMusic,12/2/2022,DGA0M2330144,"3,017",25.3,"159,144,858","35,171","7,779,465",64.0,"106,347,047","622,153","68,170","18,218,057","239,495,826","334,769,492",13.0,"6,397",,14.0,"1,172,826",9.0,,,,,,0
3029,La Familia Dedo de Cuquín,La Familia Dedo de Cuquín,Cleo y Cuquín - Familia Telerín,12/10/2023,QZZ8B2348977,"3,022",25.3,"3,560",,,,"119,311,487","439,743",,,,,,,,,,,,,,,,0
3037,Ya Pedo Quién Sabe,Ya Pedo Quién Sabe,Grupo Frontera,3/7/2024,FR96X2441011,"3,027",25.2,"45,905,973","2,184","4,012,784",,"34,714,612","273,830",,,,,11.0,"1,719",17,5.0,"73,612",1.0,"2,173,096",348,,"137,018",,0
3049,AUTOMÁTICO,LA NENA DE ARGENTINA,Maria Becerra,9/8/2022,USAT22213513,"3,036",25.2,"204,236,514","25,243","8,322,243",58.0,"179,427,174","968,498","171,636","73,100,787","793,805,115","20,772,372",13.0,"24,832",,14.0,"70,291",27.0,"784,095",174,"16,502","386,958",,0
