Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
4402,white,wintersleep,Jang Soo Bin,12/19/2022,KRNAR2233065,"4,393",20.0,"276,193",226,"76,928",,"253,612,567","560,712",,,,,,1,,,,,,,,173,,0
4410,Từng Quen,LOI CHOI: The Neo Pop Punk,Wren Evans,10/25/2023,SGUM72301412,"4,383",20.0,"35,549,029","5,590","1,129,038",56.0,"57,756,889","205,111","135,300","8,549,214","119,204,623","2,119,803",10.0,8,,,,,,,,"28,280",,0
4426,✻H+3+ЯД✻7luCJIo0T6...,✻H+3+ЯД✻7luCJIo0T6...,vyrval,2/7/2024,US3DF2408834,"4,404",19.9,"27,480,893","5,435","4,137,392",,"20,386,329","486,342",,"12,880,858","116,241,200",,1.0,,,,,,"8,215",44,,"452,466",,0
4429,Dueles,Un Besito Más,Jesse & Joy,12/4/2015,MXF151500224,"4,415",19.9,"563,467,499","38,743","25,276,787",72.0,"1,000,321,872","4,630,509","332,335","50,424,679","490,277,819","2,140,584",22.0,"4,626",8,25.0,"233,573",9.0,"9,336,374","5,058",,"1,934,884",,0
4433,085 - Ao Vivo,Pode Crê (Ao Vivo),Rogerinho,1/12/2023,US7VG2308218,"4,401",19.9,"126,063,862","10,150","9,712,919",58.0,"129,157,973","401,990","313,900","50,275,998","650,000,898","2,179,962",4.0,56,,13.0,"567,142",3.0,,,,"97,522",,1
4435,Los animales en el autobús,La ronda de Lulita,Luli Pampín,7/22/2022,ITZV22200088,"4,400",19.9,"108,439",50,"3,437",17.0,"311,333,094","770,466",,,,,,1,,,,,,,,,,0
4438,ايويا يا حبيبتي وحشتيني,ايويا يا حبيبتي وحشتيني,Eslam Kabonga,6/16/2023,EGA262306597,"4,407",19.9,"13,608,243",23,178,,,,,,,,,,,,,,,,"15,667,505",,,0
4451,うっせぇわ,うっせぇわ,Ado,10/23/2020,JPPO02002791,"4,427",19.8,"189,058,129","36,943","3,081,604",62.0,"390,278,119","3,350,958","1,647","753,212","7,761,272","31,259,366",31.0,928,,2.0,"2,511",3.0,,,,"268,333",,0
4462,ลองฟังแล,ลองฟังแล,โต๋เหน่อ,12/29/2023,DGA0R2315475,"4,425",19.8,"3,225,791",411,"11,826",,"72,510,719","227,398",,,,"551,233,698",1.0,,,,,,,,,"25,420",,0
4463,"Nobody Like U - From ""Turning Red""","Nobody Like U (From ""Turning Red"")",4*TOWN (From Disney and Pixar’s Turning Red),2/25/2022,USWD12213564,"4,453",19.8,"148,262,734","25,061","12,962,477",61.0,"84,276,192","1,121,581","751,200","215,442,044","1,877,005,845","25,955,797",45.0,"2,670",,12.0,"139,673",19.0,"10,335,798","16,315","1,228,455","768,965",,0
