Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
671,Don't Be Shy,Don't Be Shy,Tiësto,8/12/2021,CYA112000981,670,58.9,"686,371,118","95,938","62,300,199",69.0,"479,721,274","3,066,965","1,500,000","146,674,018","2,298,614,237","1,914,236,734",130.0,"104,810",945,87.0,"604,339",51.0,"46,151,542","9,577",,"4,879,555",,1
675,Feather,emails i can't send fwd:,Sabrina Carpenter,3/17/2023,USUM72301876,673,58.8,"488,979,989","32,825","79,636,817",84.0,"88,126,911","1,378,287","170,893","35,176,071","443,060,258","756,672,096",60.0,"212,739",400,72.0,"5,800,066",37.0,"14,414,933","5,802",,"1,261,815",,1
683,Memory Reboot,Memory Reboot,VØJ,1/13/2023,QM4TW2307105,679,58.6,"168,087,455","33,442","16,618,553",71.0,"139,656,144","2,054,412","2,629,100","156,998,611","1,559,678,788","45,767,047",,6,,7.0,"278,942",,,,,"1,425,007",,0
698,Puntería,Las Mujeres Ya No Lloran,Shakira,3/21/2024,USQX92400523,697,57.9,"44,416,140","3,482","40,692,106",,"37,587,721","723,249",,,,"25,602,348",50.0,"46,382",316,62.0,"2,324,709",69.0,"3,631,361",545,"10,952","457,125",,0
707,Por Mi México (Remix),Por Mi México (Remix),Lefty Sm,8/25/2023,QM3DF2219446,703,57.7,"98,795,736","8,721","6,921,023",67.0,"236,734,405","1,554,966","614,600","25,414,356","319,127,773","295,805,823",8.0,31,,3.0,"146,132",28.0,"17,670,634","3,877",,"312,223",,1
709,"Abrar's Entry | Jamal Kudu (From ""ANIMAL"")","Abrar's Entry | Jamal Kudu (From ""ANIMAL"")",Harshavardhan Rameshwar,12/6/2023,INS182303500,704,57.7,"56,885,072","4,639","1,510,883",,"221,866,727","3,018,127",,,,"663,300,068",7.0,,,,,5.0,,,,"1,025,493",,0
727,La Jumpa,Sr. Santos,Arcángel,11/30/2022,QMDA72252608,726,56.9,"716,829,483","99,063","53,041,655",68.0,"131,057,530","1,300,009","46,605","37,630,552","348,775,704","1,184,569",59.0,"43,702",11,20.0,"879,528",77.0,"12,867,947","4,374",,"1,521,416",,1
746,Miénteme,Cupido,TINI,4/29/2021,USHR12141512,742,56.3,"723,722,454","79,670","35,967,048",73.0,"869,498,397","4,948,905","916,770","122,604,577","1,607,695,575","166,684,466",80.0,"28,464",170,29.0,"394,359",64.0,"6,768,367","3,258",,"1,358,270",,0
759,Lay Low,Lay Low,Tiësto,1/6/2023,NLZ542202348,756,55.9,"406,141,247","67,235","95,995,595",70.0,"91,367,578","707,830","173,461","21,756,073","588,640,576","335,569,922",93.0,"142,340",498,66.0,"1,547,811",3.0,,,"1,772,021","3,933,085",,0
769,Frágil,Frágil,Yahritza Y Su Esencia,4/7/2023,USQX92302369,765,55.4,"432,988,420","32,294","28,454,994",67.0,"194,658,217","1,261,625","633,280","45,475,847","750,998,497","9,725,361",35.0,"22,768",31,14.0,"1,229,279",25.0,"33,073,012","10,830",,"1,407,776",,0
