Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
1529,Malvadão 3,Malvadão 3,Xamã,11/30/2021,QZNJZ2122225,"1,527",37.6,"270,364,614","37,002","6,997,751",56.0,"392,442,440","3,560,319","1,506,394","207,424,238","2,428,164,682","9,986,869",6.0,"10,003",,27.0,"90,277",4.0,,,,"345,849",,0
1534,Solo Conmigo,"Fórmula, Vol. 3",Romeo Santos,9/1/2022,USSD12200782,"1,526",37.6,"99,640,817","9,262","7,078,618",65.0,"242,164,034","1,185,939","1,600,000","24,620,675","381,807,302","20,716,343",8.0,"23,342",2,1.0,"68,866",21.0,"10,389,069","2,764",,"838,701",,0
1538,Danza Kuduro - Cover,BIKINI PARTY AGE POPS HITS,MUSIC LAB JPN,8/7/2024,TCJPB2437797,"1,724",37.5,"1,627,429,837",1,3,,,,,,,,,,,,,,,,,,,1
1542,Galway Girl,÷ (Deluxe),Ed Sheeran,3/3/2017,GBAHS1700026,"1,535",37.5,"1,311,631,709","121,737","38,983,968",72.0,"869,890,899","5,960,113","3,002,655","45,280,966","353,002,887","104,562,182",64.0,"72,168",72,37.0,"410,364",35.0,"111,086,236","115,857",,,,0
1546,No Es Por Acá,Colmillo De Leche,Carin Leon,7/8/2022,QZQMB2102485,"1,543",37.4,"331,775,657","17,727","7,678,049",51.0,"385,663,277","785,773","57,763","2,441,523","45,584,468",54,12.0,"6,628",115,7.0,"1,240,927",10.0,"72,090,563","6,474","546,389","637,447",,0
1552,FALTA DE QUÊ?,FALTA DE QUÊ?,Luan Pereira,5/16/2024,BRRGE2400266,"1,541",37.4,"27,120,441","1,557","41,022,920",77.0,"16,048,541","164,441",,,,"143,621,870",3.0,2,,29.0,"8,662,554",15.0,,,,"8,360",,0
1558,Gato de Noche,Gato de Noche,Ñengo Flow,12/22/2022,QMFMF2216359,"1,547",37.3,"427,842,597","59,365","26,456,238",66.0,"103,306,657","870,677","21,809","10,011,741","92,071,601","843,106",27.0,"11,285",11,12.0,"2,170,401",27.0,"19,800,808","3,028",,"688,397",,1
1561,Melting,Melting,MyceliumBug,3/11/2024,US3DF2402926,"1,553",37.2,,,,,,,,,,,,,,,,,,,,"289,134",,0
1563,REAL GANGSTA LOVE,EL ÚLTIMO BAILE,Trueno,5/23/2024,US66W2401066,"1,554",37.2,"31,366,703","1,732","118,815,213",78.0,"7,898,813","183,210",,,,,40.0,68,,29.0,"3,152,493",16.0,"1,602",11,,"80,192",,1
1564,OKI DOKI,MAÑANA SERÁ BONITO (BICHOTA SEASON),KAROL G,8/10/2023,USUG12305254,"1,557",37.2,"221,406,245","13,588","28,740,850",72.0,"104,090,438","446,840","327,346","57,209,984","622,671,381","12,262,598",9.0,"6,207",,6.0,"359,069",19.0,"12,097,407","3,504",,"350,493",,1
