Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
3054,晩餐歌,晩餐歌,tuki.,9/29/2023,JPW462364925,"3,050",25.1,"69,340,146","4,747","3,839,570",71.0,"102,713,271","935,435","44,600","11,152,820","349,668,362","1,113,228,730",26.0,152,,1.0,"9,615",2.0,,,,"206,249",,0
3057,ลองรักดูไหม,ลองรักดูไหม,NOAH,3/15/2023,THSOH2301669,"3,046",25.1,"2,490,145",953,"112,207",36.0,"4,438,330","15,474","1,800,000","23,657,798","272,142,273",,,,,,,,,,,"6,696",,0
3074,Me Enteré,Me Enteré,Tiago PZK,5/18/2023,USWL12300718,"3,077",25.0,"144,493,101","18,536","13,122,139",65.0,"109,364,201","460,758","32,956","4,979,403","58,143,056","389,898",18.0,"8,400",,9.0,"164,645",21.0,"47,014",23,"2,887","96,820",,0
3075,La Tóxica,La Tóxica,Farruko,7/24/2020,USSD12000175,"3,061",25.0,"476,699,016","59,108","16,119,167",56.0,"371,106,551","2,197,396","326,403","13,434,496","201,544,043","26,714,074",77.0,"20,284",102,21.0,"324,522",34.0,"34,431,411","10,800",,"1,386,076",,0
3094,Coño (feat. Jhorrmountain x Adje),Coño (feat. Jhorrmountain x Adje),Puri,1/1/2017,NLZ541800787,"3,091",24.9,"22,218,209","7,241","1,399,998",32.0,"21,093,595","188,510","10,500,000","458,247,558","4,873,210,023",,3.0,"1,870",,3.0,"1,550",,"2,676,893","3,380",,"223,332",,0
3096,Харизма,Харизма,Wallem,3/12/2024,RUAGV2401381,"3,081",24.9,"3,636,983",776,"267,020",,"39,164,465","229,600",,352,"3,865",,14.0,,,,,,,,,"600,644",,0
3099,Melhor Só,Melhor Só,KayBlack,3/30/2023,BRWMB2300643,"3,085",24.9,"178,044,172","26,553","8,415,131",66.0,"104,014,904","542,875","28,364","5,758,768","41,424,590","15,576,347",10.0,2,,24.0,"483,329",12.0,,,,"130,950",,0
3111,La Difícil,YHLQMDLG,Bad Bunny,2/29/2020,QM4TX2030889,"3,112",24.8,"718,032,755","88,205","26,808,160",68.0,"304,269,630","2,445,183","16,400","5,979,412","59,989,029","20,259,925",75.0,"12,613",157,22.0,"265,221",14.0,"57,602,908","15,742",,"718,684",,1
3112,TE MUDASTE,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,11/27/2020,QMFME2066837,"3,099",24.8,"717,202,437","80,289","19,161,838",71.0,"213,527,195","1,587,764","107,700","42,476,322","253,170,602","3,039,304",57.0,"4,112",249,30.0,"1,607,489",6.0,"37,604,869","5,455",,"556,069",,1
3115,Blame (feat. John Newman),Motion,Calvin Harris,1/1/2014,GBARL1400567,"3,103",24.8,"934,248,345","132,560","39,090,664",73.0,"875,518,093","3,588,736","125,946","10,680,445","98,339,758","241,173,869",90.0,"39,747",37,90.0,"680,909",12.0,"244,084,589","73,774","298,284","10,476,296",,0
