Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
2576,Diva Yorgun,Diva Yorgun,Melike Şahin,6/16/2023,TRBYM2000179,"2,574",27.9,"62,458,329","7,526","1,713,723",58.0,"167,062,542","417,472","11,529","693,244","25,252,458","297,624,271",10.0,"18,186",,2.0,"1,346",,,,,"412,905",,0
2580,20 Tragos,20 Tragos,Yián,11/25/2022,USL4Q2255557,"2,568",27.9,"477,396",29,"18,081",,"388,682,045","2,199,489",20,"3,983","52,662","2,285,487",,7,,,,,,,,315,,1
2583,Jackie Chan,Jackie Chan,Tiësto,5/18/2018,CYA111800123,"2,562",27.9,"867,318,774","122,200","28,477,959",66.0,"207,699,017","1,553,887","642,448","9,941,160","91,008,651","25,965,495",130.0,"46,973",,104.0,"757,074",12.0,"52,601,591","43,818","23,640,224","5,167,133",,1
2587,OJALÁ,LA NENA DE ARGENTINA,Maria Becerra,6/1/2022,USAT22205402,"2,579",27.8,"168,710,415","16,559","4,927,487",56.0,"358,805,694","1,890,653","72,000","24,990,011","248,098,853","365,354,168",12.0,"10,771",1,12.0,"232,266",16.0,"1,069,872",237,"6,806","182,061",,0
2598,Drunk in Love (feat. Jay-Z),BEYONCÉ [Platinum Edition],Beyoncé,12/13/2013,USSM11307800,"2,588",27.8,"607,315,454","73,281","24,577,326",67.0,"827,853,706","3,895,677","42,655","24,392,560","200,100,315","196,095,530",129.0,49,83,75.0,"619,730",52.0,"493,343,155","793,889",,,,1
2602,Kaikai Kitan,Kaikai Kitan / Ao No Waltz,Eve,10/3/2020,JPTF02017001,"2,596",27.7,"404,765,225","64,972","8,591,521",68.0,"470,390,576","3,380,515","119,922","70,942,249","561,999,669","100,993,171",36.0,714,,2.0,"19,827",10.0,"1,050,151","1,537",,"812,814",,0
2629,Bande organisée,Bande organisée,Kofs,8/15/2020,FRX282066018,"2,625",27.5,"267,241,905","62,950","4,938,947",63.0,"515,808,378","2,686,256","5,066","641,873","12,209,681","11,896,873",51.0,"17,239",,42.0,"6,246,257",10.0,,,,"2,065,953",,1
2632,Cha Cha Cha,Cha Cha Cha,Käärijä,1/17/2023,FIWMA2200519,"2,624",27.5,"143,311,775","42,463","3,803,730",66.0,"85,239,745","891,585","78,568","18,889,271","304,146,444","11,041,200",29.0,"8,321",,6.0,"58,900",7.0,"20,792","1,989",,"281,032",,0
2634,Diabólica,Partyson,Cris Mj,11/8/2023,QMFME2394856,"2,628",27.5,"83,966,111","12,847","42,315,256",73.0,"51,878,795","239,672",,"2,323","21,053","146,683,266",8.0,10,,8.0,"1,878,242",8.0,"4,824",30,,"313,530",,1
2637,Everybody make some Tik Tok,Everybody make some some Tik Tok,Bounce O’Clock,5/22/2019,ITV951900027,"2,621",27.5,"532,262",481,"35,220",13.0,,,"8,288,070","108,201,976","2,218,181,933",,,15,,,,,,,,"11,057",,0
