Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
2342,Coração de Gelo,Manual de Como Amar Errado,WIU,11/29/2022,BXW922200010,"2,333",29.6,"239,669,425","30,426","7,338,920",63.0,"181,495,900","1,178,870","223,700","26,184,927","378,296,874","144,121,249",12.0,"3,265",,29.0,"657,656",11.0,,,,"235,905",,1
2357,BOOKER T,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,11/27/2020,QMFME2066844,"2,351",29.4,"403,041,493","62,435","9,324,189",66.0,"452,234,537","4,763,627","467,766","137,827,484","1,329,875,404","7,229,929",38.0,630,,35.0,"295,037",9.0,"11,983,033","7,443",,"686,025",,1
2373,Monëy so big,Up 2 Më,Yeat,9/10/2021,USLD91734275,"2,368",29.3,"378,668,802","110,916","13,349,294",71.0,"46,877,855","687,841","96,000","82,992,212","658,699,167","6,350",6.0,43,,,,1.0,"2,408,379","13,688",,"3,103,353",,1
2378,Love Story (Taylor's Version),Love Story (Taylor's Version),Taylor Swift,2/12/2021,USUG12100342,"2,363",29.3,"763,292,840","71,179","60,479,422",74.0,"95,479,909","1,954,310","580,400","238,529,478","2,195,330,963","146,268,449",100.0,"55,204",,28.0,"455,783",7.0,"59,534,342","31,885","3,371,115","1,405,713",,0
2383,وي وي شرطة,وي وي شرطة,قناة أسرتنا,5/2/2024,CAQ8S1636173,"2,374",29.3,,,,,"32,341,045","31,153",,,,,,,,,,,,,,,,0
2385,Te Robaré,Intimo,Nicky Jam,3/22/2019,USSD11900072,"2,366",29.3,"547,483,874","59,096","18,863,568",61.0,"768,753,162","3,000,650","4,927","334,324","5,221,834","135,529,403",59.0,"9,233",55,26.0,"623,759",20.0,"130,897,920","10,904","1,690,083","2,115,863",,0
2391,Malvada,Malvada,Zé Felipe,1/28/2022,BRTLW2100037,"2,382",29.2,"166,427,224","17,110","7,754,576",53.0,"401,495,057","2,782,962","660,700","105,899,920","1,504,623,313","724,605,425",18.0,"1,462",,25.0,"320,796",6.0,"7,412",,,"141,986",,0
2403,Tu - En Vivo,"Encerrados Pero Enfiestados, Vol. 1 (En Vivo)",Carin Leon,5/22/2020,USDXS2007349,"2,393",29.2,"327,311,508","31,216","7,536,781",68.0,"699,298,520","2,643,453","200,001","16,337,762","271,173,077","2,872,858",15.0,"6,744",27,7.0,"81,984",39.0,"48,730,708","21,508",,"1,353,689",,0
2407,Safari,Energía,J Balvin,6/3/2016,USUM71604778,"2,402",29.1,"559,708,419","61,743","16,037,041",65.0,"1,254,068,497","4,746,667","83,679","24,066,770","148,552,468","277,412,549",117.0,"11,118",63,38.0,"115,932",25.0,"175,224,196","72,110",,"5,773,120",,0
2409,สีแชทบ่คือเก่า,สีแชทบ่คือเก่า,เบนซ์ ปรีชา,4/5/2024,FRX282414002,"2,403",29.1,"2,409,532",128,"136,647",52.0,"44,586,424","222,685",,,,,3.0,,,,,,,,,"14,731",,0
