Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
4011,Yakışıklı,Yakışıklı,KÖFN,11/24/2023,TRAUR2300059,"4,017",21.3,"63,563,583","3,408","7,197,789",69.0,"58,005,062","102,744",,,,"388,282,635",12.0,"12,752",,4.0,"1,584,544",,,,,"158,526",,0
4017,Avísame,Avísame,Lucky Brown,5/3/2024,CLA1D2400046,"4,020",21.3,"12,589,295",889,"15,385,715",69.0,"13,732,957","115,078",,,,"18,929,938",2.0,,,,,,"2,829",3,,"34,082",,1
4027,Mírame,Mírame,Nio Garcia,2/22/2019,QM4TW1972660,"4,015",21.3,"76,516,847","14,310","2,814,938",48.0,"865,812,768","3,458,107","7,543","422,844","4,319,903","14,012,477",3.0,107,10,1.0,619,5.0,"21,806,073","4,406",,"198,643",,1
4044,"Bitch, Don't Kill My Vibe","good kid, m.A.A.d city",Kendrick Lamar,1/1/2012,USUM71210774,"4,037",21.2,"721,771,477","182,518","23,222,997",67.0,"459,189,834","3,603,381","57,977","13,026,986","78,341,646","10,067,174",73.0,"9,268",10,43.0,"185,338",23.0,"327,439,211","307,788",,"2,085,087",,1
4051,BOTH,BOTH,Tiësto,8/29/2023,CYA112300090,"4,048",21.2,"60,776,379","15,554","30,777,157",,"10,032,098","98,573","1,557","1,080,992","41,222,378","108,512",,"52,512",151,,,,,,,,,0
4055,Suzume,Suzume (Motion Picture Soundtrack),RADWIMPS,9/30/2022,JPV972200075,"4,036",21.2,"151,179,942","30,909","4,476,490",63.0,"71,184,530","866,717","81,501","48,171,421","617,882,237","80,772,548",9.0,444,,1.0,"337,935",1.0,"509,402",634,,"2,567,736",,0
4058,Copa Vacía,Copa Vacía,Shakira,6/29/2023,USQX92300694,"4,040",21.2,"147,537,573","17,322","17,844,679",63.0,"13,918,496","120,215","16,923","5,394,153","68,517,237",,46.0,"45,181",317,37.0,"662,279",31.0,"4,161,017",802,,"477,464",,0
4083,Témoignage - Live,Témoignage (Live),Eunice Manyanga,11/28/2022,USL4Q2261458,"4,067",21.1,"740,008",335,"8,055",34.0,"22,163,251","83,415","1,489,200","4,126,117","81,729,317",,1.0,,,,,,,,,"106,673",,0
4097,BABY SAID,RUSH!,Måneskin,1/20/2023,ITB002200844,"4,057",21.1,"166,942,258","24,993","16,530,205",71.0,"23,143,608","205,874","8,410","2,746,100","39,481,015","65,085",26.0,"62,922",17,36.0,"472,187",19.0,"2,760,534",758,,"1,172,656",,0
4112,Como En Los Viejos Tiempos,Como en los Viejos Tiempos,Eden Muñoz,11/20/2023,QZYYM2300004,"4,088",21.0,"37,831,332","2,880","3,850,183",,"60,890,936","243,887",,"748,585","13,570,678","316,358,406",9.0,"5,168",3,6.0,"60,268",1.0,"6,537,667",835,,"304,233",,0
