Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
2238,No Hay Nadie Más,MANTRA,Sebastian Yatra,1/26/2018,USUM71713890,"2,239",30.3,"546,219,103","43,372","12,705,005",69.0,"1,289,314,157","6,163,163","274,799","25,654,892","222,363,120","223,743,334",21.0,"13,300",102,31.0,"123,304",18.0,"18,098,372","4,619",,"24,199",,0
2241,Ramenez la coupe à la maison,Ramenez la coupe à la maison,Vegedream,7/17/2018,UKGD81800015,"2,233",30.3,"482,859,077","154,354","9,307,449",62.0,"550,746,505","4,627,573","671,494","224,089,888","3,084,440,795","3,048,497",58.0,"4,483",,30.0,"460,193",6.0,"260,981","1,078",,"4,684,186",,0
2245,Mädchen auf dem Pferd,Mädchen auf dem Pferd,Luca-Dante Spadafora,5/12/2023,CH7812350872,"2,226",30.3,"119,141,939","46,323","14,389,973",67.0,"23,993,631","167,659",58,"89,658","1,318,558","103,548,221",21.0,"2,297",,15.0,"212,114",13.0,,,"2,223,239","409,234",,0
2246,Cuando Te Besé,MALA SANTA,Becky G,8/2/2018,USSD11800274,"2,240",30.3,"588,021,470","51,865","15,227,639",63.0,"1,114,556,086","5,855,578","118,917","6,274,016","58,539,891","114,202,446",20.0,"7,464",36,24.0,"221,478",18.0,"19,883,459","7,852",,"1,621,041",,0
2251,Loucura,Amor e Ódio,Borges,12/12/2023,BCM9A2300102,"2,248",30.2,"79,782,529","10,849","8,194,521",,"70,231,783","491,126",,,,"462,163,988",9.0,5,,18.0,"5,792,984",16.0,,,,,,1
2259,ZITTI E BUONI,Teatro d'ira - Vol. I,Måneskin,3/3/2021,ITB002100112,"2,242",30.2,"475,549,122","94,637","9,975,524",69.0,"259,762,159","2,895,468","139,573","75,858,814","628,509,922","21,047,789",62.0,"17,041",,28.0,"566,398",42.0,"543,933","1,020",,"2,395,559",,1
2268,Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer (Ao Vivo),Churrasquinho do Menos é Mais,Grupo Menos É Mais,4/23/2020,USCGJ1992746,"2,260",30.1,"270,944,683","6,608","2,522,207",,"996,737,706","4,480,282",66,"6,369","102,989","63,527,580",,,,7.0,"22,899",,,,,,,0
2276,NO ME QUIERO CASAR,nadie sabe lo que va a pasar mañana,Bad Bunny,10/13/2023,QMFME2364196,"2,269",30.0,"144,801,283","20,979","16,117,371",73.0,"33,000,813","284,943","1,380","750,523","7,437,994","37,948,816",18.0,"8,135",,4.0,"321,307",16.0,"4,129,629","1,305",,"538,315",,1
2281,El Mejor,El Mejor,Chayín Rubio,10/27/2023,TCAHK2398379,"2,282",30.0,"7,178,040","1,181","235,460",,"9,465,691","61,294","970,300","21,282,649","470,202,643",,,,,,,,,,,"156,906",,1
2286,BEBÉ,Mis Manos,Camilo,11/25/2020,USSD12000562,"2,277",30.0,"401,104,048","42,742","14,190,262",66.0,"458,776,041","3,332,448","1,002,990","85,197,306","718,042,201","73,445,402",82.0,"26,472",,25.0,"361,819",36.0,"11,215,155","5,479",,"1,090,144",,0
