Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
2462,"Yo x Ti, Tu x Mi","Yo x Ti, Tu x Mi",ROSALÍA,8/15/2019,USSM11900596,"2,452",28.8,"572,697,124","76,099","26,265,380",65.0,"630,335,590","4,117,309","198,900","19,271,618","125,501,807","271,921,550",148.0,"18,653",104,41.0,"1,005,275",34.0,"39,158,276","7,804",,"2,065,994",,0
2467,Conexões de Máfia (feat. Rich The Kid),Conexões de Máfia (feat. Rich The Kid),Matuê,4/30/2023,BXW922200014,"2,453",28.8,"159,579,530","29,495","10,067,664",67.0,"113,216,772","1,817,753","21,800","7,387,254","68,969,483","92,356,691",20.0,"2,829",,32.0,"618,294",18.0,,,,"161,952",,1
2475,Deixa,Deixa,Maria Marçal,3/21/2023,BRMKP2300072,"2,467",28.7,"64,736,609","4,611","7,326,714",67.0,"254,836,186","1,434,198","65,367","3,439,863","67,989,343","232,438,870",7.0,16,,25.0,"1,000,880",4.0,,,,,,0
2476,We Didn't Start The Fire,We Didn't Start The Fire,Fall Out Boy,6/28/2023,USAT22306291,"2,464",28.7,"52,240,739","18,224","4,939,707",59.0,"19,520,315","328,759","9,851","8,607,238","71,305,547","16,462,540",10.0,"110,265",44,2.0,"9,501",30.0,,,"310,328","794,504",,0
2477,さよーならまたいつか！- Sayonara,さよーならまたいつか！- Sayonara,Kenshi Yonezu,4/8/2024,JPU902400966,"2,473",28.7,"22,739,117","1,119","5,275,757",71.0,"33,961,165","359,831","5,596",,,"9,849,140",20.0,329,,1.0,"9,615",10.0,"32,268",,,"59,510",,0
2494,Bi' Tek Ben Anlarım,POPSTAR,KÖFN,3/18/2022,TRAUR2200002,"2,480",28.6,"214,391,030","27,588","8,269,792",58.0,"301,701,293","1,063,678","315,600","8,311,405","196,090,529","16,824,491",12.0,"29,501",,3.0,"1,622,897",,,,,"861,877",,0
2503,Poppin,2 Alivë,Yeat,2/18/2022,USUM72202097,"2,493",28.5,"152,999,496","61,870","4,946,068",63.0,"41,680,427","625,297","29,807","19,583,763","165,647,395","342,558,492",5.0,67,47,,,,"970,494","3,191","21,669,688","162,198",,1
2505,Casi Completa,PRESENTE,Julión Álvarez y su Norteño Banda,11/17/2023,QZ7HP2300096,"2,489",28.5,"64,656,678","2,743","8,231,330",,"104,860,686","407,632",,"15,299","194,766","457,588,979",,"1,128",,1.0,"1,666",,"4,162,490","1,496",,"249,980",,0
2506,JOLENE,COWBOY CARTER,Beyoncé,3/27/2024,USSM12402711,"2,500",28.4,"57,163,264","3,903","8,284,613",,"13,386,365","216,945",,"544,300","21,400,000","151,388,634",37.0,"6,071",8,25.0,"1,640,251",30.0,"1,158,781","3,796","170,112","98,889",,0
2507,Roça Em Mim,Roça Em Mim,Zé Felipe,11/17/2022,BRTLW2200006,"2,502",28.4,"192,684,719","15,067","10,379,433",63.0,"253,199,155","1,310,110","224,000","35,623,717","547,404,253","954,262,875",12.0,"2,805",,33.0,"801,839",11.0,842,2,,"125,189",,0
