Unnamed: 0,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
899,RAVE,RAVE,Dxrk ダーク,3/18/2022,QM4TX2201027,894,51.0,"415,552,038","104,372","42,500,205",71.0,"281,772,953","4,299,740","814,700","474,655,469","5,435,575,162","31,543,598",32.0,282,,6.0,"129,549",2.0,"3,358,648","7,092",,"2,994,271",,0
906,Monotonía,Monotonía,Shakira,10/19/2022,USQX92204791,903,50.8,"498,744,348","50,326","35,586,221",67.0,"306,510,173","4,113,572",,"1,230","38,341","87,435,327",78.0,"78,919",,49.0,"782,647",52.0,"42,356,554","5,230",,"913,182",,0
912,Out thë way,Lyfë,Yeat,9/9/2022,USUM72217063,907,50.6,"338,097,605","85,480","16,509,403",73.0,"54,214,841","680,291","47,215","15,066,093","117,839,587","18,856,089",14.0,63,37,1.0,"58,975",,"1,750,477","4,925","26,616,347","664,273",,1
918,Se Acabó la Cuarentena,Viva el Perreo,Jowell & Randy,8/6/2020,QM6P42086452,915,50.5,"73,468,394","23,284","4,240,574",51.0,"73,136,867","889,596","10,152,900","212,959,708","2,985,601,079",996,11.0,"4,391",73,5.0,"45,642",,"12,140,646","6,751","1,635,079","1,057,655",,1
926,LA RANGER (feat. Myke Towers),The Academy: Segunda Misión,The Academy: Segunda Misión,3/28/2024,USWL12400690,920,50.4,"79,786,203","8,939","75,931,694",76.0,"32,616,728","216,834",,,,"13,323,878",29.0,"4,514",9,25.0,"1,896,889",18.0,"545,735",194,,"236,268",,1
931,Nosso Quadro,Agroplay Verão,AgroPlay,2/2/2023,BCA6L2300010,926,50.1,"423,018,422","23,872","16,779,061",63.0,"361,813,279","1,727,192","288,613","21,077,364","277,692,228","841,498,728",21.0,"17,320",,31.0,"6,708,107",12.0,,,,"609,133",,0
937,Corazón Roto - Remix,Corazón Roto (Remix),Brray,4/7/2023,USUM72305202,931,49.9,"203,212,015","36,459","13,719,365",67.0,"178,302,256","677,453","827,700","24,190,123","359,964,365","362,205,003",27.0,"12,434",,12.0,"1,842,000",3.0,"127,732",684,,"836,117",,1
938,Summer,Motion,Calvin Harris,1/1/2014,GBARL1400296,935,49.8,"1,497,564,072","255,037","105,180,321",81.0,"1,989,930,606","8,740,440","1,293,032","116,032,171","1,214,191,679","322,680,506",225.0,"55,500",119,170.0,"1,740,585",36.0,"332,877,611","236,102",,"11,380,320",,0
948,Perdonarte ¿Para Qué?,Perdonarte ¿Para Qué?,Los Ángeles Azules,5/23/2024,MX1722401778,943,49.5,"19,514,243","1,329","42,180,412",75.0,"17,545,232","195,611",,,,"16,582,955",16.0,"1,344",,16.0,"378,750",10.0,"181,212",14,,"48,790",,0
960,10:35,DRIVE,Tiësto,11/3/2022,CYA112001130,958,49.2,"539,802,784","82,093","99,413,749",74.0,"94,379,586","652,780","11,473","5,762,615","119,710,596","487,764,676",187.0,"60,512",265,80.0,"1,747,753",64.0,"43,487,605","7,144",,"2,064,142",,0
