,track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,love,hurt,goodbye,friend,hopeless,memory,play,sad
348,Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1.168,0,81.419389,45,11,0.02,0,21,98,C#,Major,70,29,73,12,0,11,26,0.85163397,0.98613966,0.9853476,0.96877545,0.9979478,0.9754463,0.9543037,0.9660918
349,Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,0.162,6,156.777415,1,10,0.001,0,1,140,B,Major,58,26,38,91,0,10,4,0.8279245,0.9124203,0.89656746,0.88114035,0.8604151,0.9730932,0.9060352,0.89303416
350,Nobody Gets Me,SZA,1,2022,12,9,2.536,6,284.908316,59,100,0.058,13,2,100,G,Major,36,28,28,81,0,18,3,0.7770674,0.82246596,0.8566072,0.754529,0.71484035,0.80434793,0.8806936,0.8660702
351,Pero Tú,"Karol G, Quevedo",2,2023,2,23,0.387,11,93.43891,11,15,0.014,3,,140,F#,Major,86,68,79,39,0,11,29,0.6760294,0.6830099,0.75221574,0.6517569,0.8297907,0.7479647,0.7088973,0.69836366
352,Hype Boy,NewJeans,1,2022,8,1,0.892,17,363.472647,20,119,0.012,2,7,100,E,Minor,59,78,94,27,0,29,23,0.734059,0.84509313,0.8369976,0.7254636,0.7451589,0.8713391,0.7751607,0.8665215
353,Bloody Mary,Lady Gaga,1,2011,1,1,3.909,0,372.476382,66,26,0.277,3,734,100,A,Minor,59,49,65,2,0,13,3,0.73659354,0.7247388,0.85230976,0.82160366,0.8120846,0.7732754,0.8761822,0.6661588
354,Monotonía,"Ozuna, Shakira",2,2022,10,19,3.645,15,380.726517,118,34,0.15,4,,132,,Minor,87,82,70,42,0,21,5,0.7104551,0.8994839,0.85164946,0.7973424,0.75804985,0.69654036,0.7929939,0.82553893
355,'98 Braves,Morgan Wallen,1,2023,3,3,0.282,0,56.533272,6,15,0.0,0,,142,D,Major,49,48,67,10,0,26,3,0.84430104,0.82616293,0.89288294,0.81675315,0.8658391,0.78177744,0.8459079,0.8579054
356,WANDA,Quevedo,1,2023,1,20,0.888,22,175.399345,11,24,0.007,1,7,176,E,Minor,72,96,63,25,0,21,7,0.65635824,0.7098305,0.7600129,0.6675723,0.7728933,0.76606745,0.7016735,0.7335157
357,Thought You Should Know,Morgan Wallen,1,2022,5,6,0.968,4,203.221468,16,53,0.001,0,61,140,F#,Major,53,51,70,49,0,14,3,0.79103804,0.8534935,0.9202936,0.78973407,0.9056882,0.8233904,0.876776,0.8778963
358,In The End,Linkin Park,1,2000,10,24,25.065,6,1624.165576,63,0,6.808,2,0,105,D#,Minor,55,40,90,1,0,32,6,0.7183527,0.7503332,0.7201241,0.7038403,0.6818162,0.76213276,0.7343122,0.7221414
359,Zona De Perigo,Leo Santana,1,2022,12,8,0.531,4,134.294498,20,1,0.071,2,0,135,F,Major,81,97,77,75,0,35,3,0.8112656,0.718161,0.9832592,0.73519146,0.77888715,0.76809597,0.777601,0.7702489
360,Lovezinho,Treyce,1,2022,7,28,0.242,0,70.069745,12,2,0.013,0,4,128,E,Minor,82,61,59,30,0,12,4,0.3021273,0.7274471,0.6560281,0.5315317,0.72706985,0.6845747,0.6713576,0.6839515
361,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5.281,14,609.293408,94,21,0.08,15,38,101,F,Major,74,43,69,12,0,12,7,0.7009386,0.8540045,0.8139707,0.83431506,0.90968096,0.9391649,0.83348143,0.7950987
362,Neverita,Bad Bunny,1,2022,5,6,2.59,30,671.365962,20,64,0.035,6,0,122,A#,Major,88,43,50,7,0,14,5,0.6949028,0.7024436,0.7680431,0.7326269,0.47606373,0.73617446,0.6767868,0.7622172
363,Vista Al Mar,Quevedo,1,2022,9,8,1.769,34,362.361576,16,19,0.021,3,4,105,,Minor,76,49,56,80,12,10,13,0.7473407,0.77205145,0.8135644,0.76875424,0.7761616,0.7611432,0.84746057,0.7963739
364,Sem Aliança no,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,0.454,4,93.587665,6,1,0.021,0,,83,C#,Major,53,40,36,73,0,11,33,0.7812396,0.88696176,0.7889574,0.74515545,0.6080005,0.8811118,0.90067935,0.8656381
365,Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6.18,7,1223.481149,122,88,0.58,21,10,77,B,Minor,72,59,76,24,0,42,28,0.8950809,0.8867137,0.940476,0.79019135,0.894815,0.926395,0.8724929,0.9640803
366,Revenge,XXXTENTACION,1,2017,8,25,3.6,11,1022.25823,7,0,0.203,0,2,140,B,Minor,75,18,25,78,0,11,26,0.6539279,0.654658,0.63960433,0.7348064,0.77604437,0.71682674,0.71844804,0.7174858
367,Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1.254,6,263.45331,26,69,0.073,2,6,158,C#,Major,65,72,95,31,0,92,5,0.8217763,0.966256,0.9204538,0.8665042,0.8736878,0.90003395,0.8039259,0.8998582
368,LA CANCIÓN,"J Balvin, Bad Bunny",2,2019,6,28,6.398,31,1435.127549,177,109,0.305,3,,176,G,Major,75,43,65,15,0,11,32,0.64338076,0.75398654,0.8265963,0.7150167,0.8614778,0.7327813,0.6319928,0.77801675
369,Qué Agonía,"Yuridia, Angela Aguilar",2,2022,10,20,0.66,15,236.857112,19,59,0.018,5,,98,B,Major,73,88,57,56,0,5,2,0.79708976,0.7652237,0.81764734,0.8372236,0.77893966,0.8190632,0.8933392,0.7452987
370,Love Again,The Kid Laroi,1,2023,1,27,1.283,0,147.538971,57,4,0.048,0,0,107,B,Minor,66,47,40,72,0,11,3,0.3647533,0.81151253,0.69741815,0.66355765,0.814798,0.7729718,0.78255653,0.79949045
371,After Hours,The Weeknd,1,2020,2,19,8.084,6,698.08614,45,115,0.218,1,221,109,F,Minor,66,16,57,10,1,12,3,0.8443049,0.8537563,0.7988562,0.8497013,0.79369867,0.81442505,0.8311615,0.828906
372,About Damn Time,Lizzo,1,2022,7,15,2.332,2,723.894473,0,0,0.025,0,0,109,A#,Minor,84,72,74,10,0,34,7,0.8649839,0.896732,0.8621894,0.9165203,0.86821043,0.9071358,0.9984876,0.8615678
373,Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,0.203,0,34.450974,5,9,0.0,0,0,148,,Major,53,61,81,5,0,36,4,0.93153846,0.9075633,0.9962267,0.90446305,0.9727103,0.98000365,0.94976676,0.9552703
374,HELP EVER HURT NEVER,Fujii Kaze,1,2020,5,20,0.685,14,403.09745,24,94,0.009,0,,158,F#,Minor,60,52,76,17,0,19,5,0.9047322,0.86710155,0.8789112,0.87854826,0.8036103,0.9238528,0.9068742,0.94559103
375,Besos Moja2,"Wisin & Yandel, ROSALÍA",2,2022,9,29,2.46,13,309.483971,53,7,0.056,3,,94,F,Minor,74,64,73,6,0,10,6,0.6934496,0.8043614,0.8060018,0.7398842,0.8629568,0.78621995,0.8437191,0.8364521
376,Maan Meri Jaan,King,1,2022,10,12,0.288,6,319.566866,11,80,0.001,0,8,96,F#,Minor,70,40,51,35,0,10,4,0.69288373,0.79312056,0.8265618,0.75676024,0.86741275,0.74164224,0.8088454,0.769843
377,Moscow Mule,Bad Bunny,1,2022,5,6,4.572,33,909.001996,74,113,0.085,9,2,100,F,Minor,80,29,67,29,0,12,3,0.854834,0.94567716,0.95835197,0.88981795,0.95833796,0.8333296,0.88727105,0.90387386
378,My Universe,"Coldplay, BTS",2,2021,9,24,6.127,13,1061.966512,0,0,0.0,0,0,105,A,Major,58,42,68,1,0,14,4,0.7162621,0.85899955,0.77125067,0.7127255,0.7910776,0.69411284,0.8417797,0.81978273
379,Devil Don't Know,Morgan Wallen,1,2023,3,3,0.166,0,32.526947,2,10,0.0,0,,125,,Major,53,32,66,38,0,9,3,0.77629757,0.8026695,0.81408703,0.7469917,0.6925355,0.8769482,0.84769946,0.816457
380,LLYLM,ROSALÍA,1,2023,1,27,1.838,0,124.988687,105,41,0.114,1,,170,F#,Minor,56,56,63,13,0,19,27,0.7446599,0.90222245,0.89914477,0.82806146,0.8445057,0.7310713,0.76538885,0.8887653
381,I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1.89,0,103.787664,86,1,0.049,0,9,115,,Major,70,84,90,17,0,41,6,0.8371149,0.8898386,0.937287,0.6476629,0.78816897,0.90290713,0.9172038,0.89579445
382,TRUSTFALL,P!nk,1,2023,1,27,2.098,16,134.25579,88,24,0.101,7,451,122,G#,Major,64,25,89,0,0,15,9,0.7391238,0.8307153,0.81818336,0.6909915,0.70680714,0.7472515,0.7686126,0.82570827
383,ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,0.761,12,301.051721,23,95,0.011,0,3,105,A#,Minor,88,82,80,8,0,11,8,0.822423,0.7981996,0.8604752,0.75914466,0.7890836,0.76105154,0.8359259,0.8931663
384,Boy's a liar,PinkPantheress,1,2022,11,30,1.225,0,156.338624,27,0,0.028,13,0,133,F,Major,66,74,84,25,0,21,4,0.79618883,0.8474214,0.8911098,0.7076633,0.80299807,0.8808387,0.83837557,0.8748709
385,VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,0.415,2,152.850295,15,40,0.021,1,15,100,,Major,79,60,68,7,0,26,4,0.81715506,0.9034423,0.82757676,0.80968165,0.9209759,0.8999543,0.80431503,0.9374992
386,Shirt,SZA,1,2022,10,28,3.469,0,309.653982,71,95,0.031,0,2,120,D#,Minor,82,55,45,15,3,9,10,0.750159,0.69469905,0.7942567,0.6733094,0.7982905,0.7578794,0.68895805,0.68609744
387,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3.311,0,297.32896,129,31,0.212,1,41,177,A,Major,25,17,30,90,0,13,3,0.9601951,0.93739784,1.0486972,1.0168144,0.93081284,0.9778785,0.9697453,0.987709
388,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2.616,0,332.506354,113,17,0.208,0,192,142,D,Minor,64,31,72,15,0,9,5,0.8632058,0.9679691,0.9159683,0.8929261,0.94971335,0.9268836,0.76383704,0.99057955
389,"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3.006,16,480.507035,47,60,0.087,12,124,144,E,Minor,57,47,84,1,1,52,4,0.7871522,0.8878736,0.9764064,0.8190717,0.9939554,0.86141855,0.86764795,0.9703966
390,Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4.26,0,1065.580332,113,92,0.259,0,1,120,B,Minor,65,80,86,9,0,19,10,0.68401957,0.88033634,0.80326355,0.8193028,0.84052813,0.95855194,0.8630825,0.8619652
391,"Hey, Mickey!",Baby Tate,1,2016,9,27,0.482,0,122.763672,9,1,0.012,4,3,135,D,Major,92,73,51,55,0,15,6,0.7537864,0.8422615,0.75309753,0.7144979,0.86964476,0.79021585,0.7934205,0.8176998
392,Calm Down,Rema,1,2022,2,9,4.013,10,445.763624,107,44,0.75,22,,107,B,Major,81,82,78,38,0,12,4,0.7694396,0.7124073,0.66674036,0.7556575,0.79185843,0.7337,0.76409197,0.6764653
393,Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,0.138,4,1.365184,13,78,0.002,0,0,105,G,Major,82,62,74,10,0,33,7,0.75283694,0.8527516,0.82070905,0.7730448,0.8704606,0.8753531,0.7809535,0.8893072
394,Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1.368,0,184.308753,12,1,0.011,0,8,108,F#,Minor,44,38,77,9,0,9,20,0.85969913,0.9596356,0.90478575,0.9608738,0.81636846,0.86099315,0.9174207,0.9265587
395,Space Song,Beach House,1,2015,1,1,17.852,4,789.753877,69,76,0.335,0,,147,,Minor,51,62,79,22,13,14,3,0.7410126,0.85723764,0.7982952,0.8097673,0.81476974,0.6886061,0.7325506,0.7603328
396,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,0.889,20,323.358833,11,78,0.035,0,21,115,,Major,71,34,88,16,0,44,4,0.9152415,0.886523,0.9197316,0.89423394,0.82332265,0.8898254,0.8523568,0.8049685
397,Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4.796,9,606.361689,124,66,0.212,13,1,174,F,Major,70,57,64,23,0,8,32,0.6637939,0.745034,0.5008446,0.74158764,0.79698896,0.7861875,0.83515143,0.6847627
398,Muñecas,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,0.658,6,120.972253,33,7,0.053,2,,90,A#,Minor,68,83,71,3,0,31,8,0.7004684,0.70804864,0.77844656,0.6809192,0.82378703,0.69918066,0.64988965,0.7529215
399,TV,Billie Eilish,1,2022,7,21,3.009,2,338.564981,68,89,0.065,0,25,141,E,Minor,41,9,25,84,1,14,4,0.67071164,0.7011558,0.7776491,0.7310835,0.750919,0.74774754,0.59426373,0.6884817
400,I'm Not The Only One,Sam Smith,1,2014,1,1,17.492,3,1606.986953,136,24,1.959,0,30,82,F,Major,68,50,49,56,0,8,4,0.83679277,0.8718986,0.9330338,0.76994306,0.7345158,0.84019196,0.8569513,0.85884285
401,Heather,Conan Gray,1,2020,3,20,6.17,7,1301.799902,82,1,0.231,0,2,92,F,Major,47,25,43,62,0,32,3,0.6953655,0.6527223,0.77774584,0.68666536,0.76158935,0.68092465,0.72309834,0.6363694
402,"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,0.13,4,140.187018,21,79,0.002,0,0,116,G#,Minor,77,65,80,6,0,15,4,0.78451097,0.8268793,0.82895255,0.78676087,0.8184938,0.89877236,0.7711508,0.8305272
403,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,27.705,10,1897.517891,537,122,2.726,6,,124,A,Minor,79,59,86,4,0,8,11,0.6384543,0.8909045,0.85211337,0.8105226,0.9087491,0.94203323,0.8039528,0.92620164
404,Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,0.359,0,107.642809,12,56,0.013,0,13,125,A#,Minor,71,83,89,1,0,17,9,0.9271968,1.0099522,0.96689904,0.9944929,1.0314345,0.92781293,0.9599025,0.9549477
405,Pink Venom,BLACKPINK,1,2022,8,19,1.963,16,551.305895,57,119,0.077,1,13,90,,Major,80,71,69,2,0,27,10,0.83342946,0.8532988,0.9377172,0.78400004,0.89552534,0.87156224,0.90356255,0.91633016
406,WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5.491,14,556.58527,128,84,0.075,0,35,83,C#,Major,46,34,64,31,0,7,34,0.8321426,0.9126066,0.8336549,0.8601502,0.8926749,0.93029034,0.8044499,0.92187154
407,Don't Start Now,Dua Lipa,1,2019,10,31,27.119,0,2303.033973,532,77,1.535,3,8,124,B,Minor,79,68,79,1,0,10,8,0.8061888,0.8508283,0.90466124,0.8396716,0.77339685,0.8567582,0.7894524,0.81970066
408,After Dark,Mr.Kitty,1,2014,8,8,1.776,14,646.886885,1,9,0.003,0,0,140,G#,Major,58,4,60,7,41,8,3,0.7755185,0.8188844,0.8022568,0.842516,0.7624907,0.7931304,0.89552414,0.74588
409,Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,1.473,4,222.612678,27,64,0.066,1,4,154,,Major,64,61,91,15,0,72,4,0.6295543,0.9028083,0.86434567,0.8100001,0.895839,0.89860034,0.7951219,0.86176646
410,INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13.315,0,1814.349763,300,47,0.69,0,,150,D#,Minor,74,89,70,2,0,5,6,0.94074255,0.8984152,0.9720007,0.93387043,0.96993613,0.9958075,0.8547652,0.9406506
411,MIDDLE OF THE NIGHT,Elley Duhé,1,2020,1,10,4.057,8,872.137015,78,21,0.24,1,,186,E,Minor,41,9,61,2,0,12,5,0.74097836,0.85256386,0.8523269,0.78175944,0.8418411,0.7798155,0.83362675,0.85579497
412,Atlantis,Seafret,1,2015,4,22,3.045,6,571.386359,43,53,0.134,1,32,166,G#,Minor,40,23,48,5,0,12,3,0.7547881,0.8058964,0.8036216,0.772661,0.73676854,0.8459728,0.78448284,0.79183596
413,PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,3.006,12,304.079786,54,32,0.066,2,0,107,,Major,87,20,83,0,4,31,9,0.7426168,0.70486057,0.87929547,0.6894993,0.8844042,0.7623855,0.7641979,0.70879614
414,Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,0.852,0,174.006928,14,1,0.05,0,0,87,G,Major,87,52,52,31,0,28,24,0.7908631,0.96158385,0.8621173,0.8929901,0.91764635,0.93159246,0.84127015,1.0048821
415,How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2.163,15,284.785823,72,97,0.058,0,154,82,G#,Major,40,39,64,21,0,7,7,0.86459225,0.95628613,0.6536852,0.87414616,0.9544573,0.9683075,0.99943244,0.9017908
416,Blind,SZA,1,2022,12,9,1.484,0,163.284,22,51,0.012,0,0,114,A,Minor,46,60,28,91,0,21,4,0.7238492,0.6377399,0.7365365,0.70056885,0.54950666,0.7229161,0.71215665,0.55675364
417,Die For You,Joji,1,2022,11,4,1.703,0,246.390068,38,45,0.036,16,0,148,G#,Major,47,15,52,38,13,29,5,0.6834278,0.6634432,0.6793845,0.73585826,0.80463845,0.8094549,0.73226625,0.70896935
418,Doja,Central Cee,1,2022,7,20,4.169,44,482.257456,57,44,0.183,1,11,140,F#,Major,91,97,57,38,0,40,29,0.54193944,0.6012198,0.6787773,0.6038132,0.78396225,0.67282987,0.5609983,0.6670166
419,Gatita,Bellakath,1,2022,10,3,1.054,0,168.684524,9,0,0.015,0,1,101,G,Major,90,76,81,15,24,33,6,0.6924335,0.6604022,0.7492107,0.62497115,0.84057367,0.76638985,0.6823707,0.7303307
420,Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2.849,0,78.489819,39,45,0.027,0,1,140,C#,Minor,81,6,84,5,23,6,6,0.7150966,0.6905998,0.81359595,0.7634769,0.85528076,0.7269441,0.6000464,0.7405751
421,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1.602,0,195.516622,12,22,0.012,0,2,88,G,Minor,49,24,66,19,0,18,29,0.9574601,0.83125645,1.0011063,0.90077513,0.9215597,0.9367415,0.91955954,0.9105762
422,Yonaguni,Bad Bunny,1,2021,6,4,9.644,28,1260.594497,120,86,0.164,4,0,180,C#,Major,64,44,65,28,0,14,12,0.7160835,0.6669208,0.74363637,0.6277879,0.7250178,0.6567098,0.6495739,0.7022165
423,Super Freaky Girl,Nicki Minaj,1,2022,8,12,4.827,0,428.68568,104,17,0.076,9,2,133,D,Major,95,91,89,6,0,31,24,0.8384717,0.89761174,0.90716994,0.77883935,0.8072927,0.83705735,0.86045223,0.87727726
424,Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21.811,0,1024.858327,117,1,0.676,3,0,108,A#,Minor,63,20,55,72,0,6,6,0.89674723,0.9422333,0.9556811,0.9350704,0.9839422,1.0483592,0.88787776,1.0181434
425,Dream On,Aerosmith,1,1973,1,5,0.168,0,838.586769,0,0,0.005,0,0,80,F,Minor,39,24,43,39,0,23,3,0.5758945,0.7538685,0.71474576,0.7364182,0.67629254,0.6684756,0.6333362,0.71601045
426,Limbo,Freddie Dredd,1,2022,8,11,0.688,0,199.386237,14,1,0.017,0,2,75,B,Minor,80,46,62,3,6,11,46,0.6352575,0.7855936,0.789048,0.70610046,0.7739429,0.64182925,0.6876339,0.7655082
427,Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10.565,44,972.509632,238,122,0.557,17,58,121,F#,Minor,67,26,64,52,0,17,10,0.83846915,0.873618,0.8032112,0.8034296,0.89371324,0.8519025,0.870198,0.73592806
428,WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1.612,0,213.43858,34,54,0.034,0,2,140,D,Minor,58,17,62,18,0,20,8,0.6796813,0.73322886,0.74354005,0.71821505,0.5299833,0.76329917,0.7385254,0.7691732
429,Bad Habits,Ed Sheeran,1,2020,9,3,12.755,8,1555.511105,344,97,0.945,15,,126,B,Minor,81,59,90,5,0,36,3,0.76814574,0.7496197,0.7664317,0.76971155,0.7399453,0.88599944,0.877962,0.76820815
430,KICK BACK,Kenshi Yonezu,1,2022,10,12,0.574,4,210.038833,38,101,0.026,0,0,102,C#,Major,58,29,94,0,0,9,11,0.7261213,0.71823347,0.75413287,0.7192644,0.85562074,0.7510303,0.664182,0.81677175
431,Evergreen (You Didn't Deserve Me At All),Omar Apollo,1,2022,4,8,2.499,0,227.918678,70,0,0.049,0,,82,A,Major,70,31,34,60,1,11,4,0.85918313,0.88379014,0.89464325,0.86562634,0.67299116,0.8520988,0.90626776,0.8764902
432,Good Days,SZA,1,2020,12,24,10.426,2,826.623384,133,109,0.182,1,10,121,C#,Minor,46,53,78,23,0,72,6,0.6699952,0.7435652,0.5761713,0.661749,0.7651448,0.7854972,0.8092302,0.7123742
433,Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15.894,8,1802.514301,198,13,0.544,0,60,103,F#,Minor,70,92,83,1,0,7,6,0.7650265,0.8913497,0.85966027,0.92945397,0.8923882,0.9110259,0.7887956,0.9121253
434,Woman,Doja Cat,1,2021,6,25,9.424,0,1329.090101,202,50,0.463,4,,108,F,Minor,82,88,76,9,0,12,9,0.60454035,0.6495812,0.75227773,0.5499321,0.75629807,0.66181564,0.65628994,0.6444645
435,Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,0.713,7,181.831132,2,4,0.006,0,0,85,F,Minor,65,36,47,31,0,12,10,0.92404103,0.9308268,0.9618141,0.9683147,0.9758073,0.9031392,0.9079908,0.91654646
436,Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7.758,28,462.791599,173,79,0.175,0,168,125,C#,Minor,84,70,69,1,0,5,5,0.7146642,0.8185341,0.7912574,0.791919,0.84015054,0.7695681,0.80361533,0.81868935
437,"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2.537,2,348.647203,8,18,0.02,0,1,120,D,Major,69,40,39,41,0,13,6,0.87632346,0.8778607,0.95905066,0.78276443,0.90629673,0.95744365,0.866861,0.8946563
438,"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,0.292,6,366.599607,26,98,0.004,0,0,94,,Major,58,44,57,57,0,10,3,0.78637636,0.7872588,0.8155973,0.79950655,0.8064965,0.80005515,0.8021532,0.789739
439,Agudo Mágico 3,"Styrx, utku INC, Thezth",3,1930,1,1,0.323,0,90.598517,4,0,0.014,0,,130,F#,Minor,65,49,80,22,4,7,5,0.88106686,0.88177425,0.92554754,0.9169248,0.88691676,0.81775606,0.913458,0.8682451
440,Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14.143,4,1479.264469,56,38,1.891,1,,110,E,Major,74,51,74,2,0,29,4,0.75180095,0.8022946,0.76609063,0.6307707,0.7555062,0.6629067,0.70389664,0.76638925
441,All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25.653,0,1449.779435,387,132,2.094,0,,150,G,Major,34,33,63,16,0,7,4,0.8008014,0.9127671,0.95159703,0.8747818,0.9010652,0.925161,0.96376336,0.88654065
442,Last Christmas,Wham!,1,1984,1,1,22.153,0,1159.176109,274,111,1.302,0,,107,B,Minor,74,88,65,28,0,46,3,0.7580809,0.83735186,0.69866884,0.7606238,0.8086659,0.8602544,0.8748948,0.7798167
443,Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14.994,0,769.21352,191,168,0.206,0,,140,G#,Major,70,85,41,71,0,45,5,0.86763227,0.9188082,0.95545954,0.8876107,0.97867286,0.9485065,0.8079396,0.94460326
444,Jingle Bell Rock,Bobby Helms,1,1957,1,1,10.326,0,741.301563,165,99,0.104,0,,119,D,Major,74,78,37,84,0,6,3,0.96949697,0.93569756,0.9535749,0.94571525,1.0360985,0.94453424,0.8625318,0.97553515
445,It's Beginning To Look A Lot Like Christmas,Michael Bublé,1,2011,10,14,12.353,0,807.561936,35,0,0.549,0,,93,E,Major,35,38,23,91,0,29,3,0.861438,0.936177,0.9999988,0.9617253,0.93028456,1.0434132,0.9059391,0.9315863
446,Santa Tell Me,Ariana Grande,1,2013,12,13,9.408,0,834.129063,231,106,0.439,0,,133,G,Major,46,53,63,5,0,30,18,0.7871871,0.822267,0.7714654,0.7678398,0.9701876,0.8335538,0.8862573,0.83709943
447,It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8.879,0,663.832097,182,107,0.16,0,1,202,G,Major,24,76,60,77,0,12,4,0.9135972,0.9837274,0.99342835,0.92128724,0.89764583,0.9358743,0.95870715,0.9303935
448,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6.512,0,446.390129,88,1,0.277,0,0,134,C#,Major,45,72,24,91,0,18,4,0.85981476,0.92827433,0.87804043,0.95194435,0.9925218,0.9468849,0.86815625,0.93363076
449,Snowman,Sia,1,2017,1,1,5.14,0,690.104769,85,110,0.5,0,,105,C#,Major,72,33,51,48,0,9,3,0.69472635,0.77659285,0.7884849,0.65814286,0.71902406,0.66236186,0.7548189,0.7277627
450,Underneath the Tree,Kelly Clarkson,1,2013,10,25,6.596,0,485.285717,144,99,0.251,0,0,160,G#,Major,51,69,81,0,0,21,5,0.8355003,0.89556414,0.9597182,0.87560683,0.89840436,0.92266285,0.91542006,0.947721
451,Feliz Navidad,José Feliciano,1,1970,11,1,3.788,0,520.034544,21,3,0.01,0,,148,D,Major,50,96,82,47,0,34,4,0.6891467,0.76594085,0.64555335,0.74692535,0.74280953,0.8397681,0.8211119,0.7012696
452,Holly Jolly Christmas,Michael Bublé,1,2011,10,14,7.655,0,476.244795,5,0,0.291,0,,151,G,Major,65,70,47,87,0,9,4,0.8385447,0.85893214,0.8129713,0.89502585,0.85616815,0.93245715,0.88889414,0.7853513
453,Mistletoe,Justin Bieber,1,2011,1,1,9.577,0,629.173063,195,111,0.31,0,0,162,F#,Minor,67,88,54,51,0,9,4,0.7275523,0.81985986,0.7739403,0.7375729,0.7319381,0.7232257,0.75393975,0.80728906
454,Sleigh Ride,The Ronettes,1,1963,11,22,10.114,0,404.664135,114,74,0.262,0,0,92,D,Major,53,84,77,40,0,32,3,0.80993277,0.92355764,0.81575656,0.9183131,0.8904148,0.8692375,0.78123844,0.9254765
455,Seek & Destroy,SZA,1,2022,12,9,1.007,0,98.709329,5,31,0.001,0,0,152,C#,Major,65,35,65,44,18,21,7,0.8182988,0.7232051,0.89938855,0.8621412,0.81557333,0.8630448,0.7907589,0.8418382
456,Love Language,SZA,1,2022,12,9,1.127,0,110.849052,16,63,0.008,0,0,65,A,Minor,71,55,26,85,0,13,8,0.34115165,0.83079964,0.7358843,0.6633475,0.833714,0.765903,0.7686684,0.8282722
457,Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10.829,0,460.492795,130,1,0.39,0,0,147,D,Major,33,39,61,32,0,77,3,0.8141348,0.82292295,0.71290827,0.79989976,0.83601487,0.91556793,0.8987458,0.812769
