,Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
8,Danza Kuduro - Cover,� - � -,MUSIC LAB JPN,6/9/2024,TCJPA2463708,9,355.7,"1,653,018,119",1,15,,,,,,,,,,,,,,,,,,,1
23,TEXAS HOLD 'EM,TEXAS HOLD 'EM,Beyonc�,2/10/2024,USSM12401302,24,278.9,"426,700,979","34,044","152,928,632",86.0,"35,724,356","437,980","1,470,500","485,200,392","6,518,604,175","1,213,175,656",159.0,"309,497",257,194.0,"40,725,482",177.0,"13,860,535","36,282",,"2,100,708",,1
27,Baby Shark,� � �,Pinkfong,12/1/2015,KRE671700001,28,265.7,"720,822,868","60,945","7,530,769",71.0,"16,322,756,555","48,757,673","7,743,800","281,762,094","6,577,639,193","2,166,611",33.0,284,142,19.0,"52,179",17.0,"86,458,847","2,234,137",,"2,064,420",,0
30,Danza Kuduro - Cover,� �,LOVE BGM JPN,5/14/2024,TCJPA2406007,31,249.8,"1,645,079,292",,,,,,,,,,,,,,,,,,,,,1
41,Cupid � Twin Ver. (FIFTY FIFTY) � Spe,Cupid � Twin Ver. (FIFTY FIFTY) � Spe,sped up 8282,4/8/2023,KRA252300672,42,211.2,"170,970,614","27,827","5,784,546",41.0,"22,280,037","334,523","14,348,249","948,225,544","12,196,985,599",,2.0,672,,4.0,"35,737",9.0,"270,610","3,170",,,,1
57,Dona Felicidade,Dona Felicidade,Patati Patat�,6/4/2024,QZNJW2423715,58,190.0,,2,"41,206",,"52,480,069","82,092",,,,,,,,1.0,"1,657",,,,,,,0
66,CARNIVAL,CARNIVAL,�$,2/8/2024,QZ7XS2400012,67,179.6,"466,887,055","53,842","103,935,623",84.0,"27,688,666","449,112",,,,"33,817,299",42.0,"53,333",,11.0,"199,915",29.0,"1,359,484","11,303","11,703,609","1,982,000",,1
76,Laxed � Sire,Laxed (Siren Beat),Jawsh 685,4/24/2020,NZAM02001128,77,168.9,,"10,230","1,142,937",,"12,489,728","339,414","42,900,000","919,945,708","12,221,514,692",,,,,,,,"5,678,792",,,,,0
80,Perfect,� (Deluxe),Ed Sheeran,3/3/2017,GBAHS1700024,81,167.5,"2,969,999,682","280,165","116,921,604",81.0,"6,473,698,897","39,632,673","6,642,975","601,244,764","7,647,479,866","1,708,317,539",208.0,"263,386",129,343.0,"1,242,581",102.0,"617,483,078","595,052",,,,0
88,Tit� Me Pregu,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214878,89,163.1,"1,514,239,759","190,692","77,283,361",77.0,"1,366,181,141","9,358,441","1,769,068","475,656,543","5,249,863,696","488,048,337",150.0,"145,640",920,44.0,"5,591,928",108.0,"69,095,169","81,914",,"5,133,847",,1
99,Prada,Prada,cass�,8/11/2023,GBCEN2300147,100,152.5,"609,699,748","128,498","160,755,092",83.0,"47,611,547","418,343","283,600","96,934,486","1,090,501,901","113,545,664",129.0,"123,242","1,570",167.0,"15,480,679",100.0,"1,210,830","1,073","25,956,265",,,1
102,MONACO,nadie sabe lo que va a pasar ma�,Bad Bunny,10/13/2023,QMFME2364182,103,150.7,"478,150,858","73,306","51,842,133",78.0,"113,379,734","1,312,763","1,700,998","182,319,546","2,111,289,492","90,954,700",78.0,"35,330",39,56.0,"15,784,760",53.0,"17,823,388","12,664","4,374,049","2,255,465",,1
115,Hands,Hands,Dian�,8/1/2022,GBKPL2205333,115,143.9,"126,914",8,212,1.0,"2,435,813,922","7,208,467",33,188,"6,415","26,630,093",,658,,,,,,,,295,,0
126,I Ain't Worried,"I Ain�t Worried (Music From The Motion Pi""Top Gun: Maverick"")",OneRepublic,5/13/2022,USUM72206227,127,136.2,"1,607,421,145","212,406","160,444,270",83.0,"409,785,349","3,326,477","247,865","155,593,087","1,825,552,705","2,563,240,162",267.0,"523,907","3,418",111.0,"4,754,372",75.0,"152,770,142","49,622",,"9,091,826",,0
127,MI EX TEN�A RA,MA�ANA SER� BONITO (BICHOTA,KAROL G,8/10/2023,USUG12305253,128,136.2,"438,796,949","23,959","34,805,394",78.0,"509,727,241","2,202,866","1,223,804","46,080,266","782,582,119","1,337,889,706",56.0,"60,758",959,29.0,"3,457,921",38.0,"38,214,505","9,932","62,622","865,444",,0
133,Acr�s,Acr�stico - Si,Shakira,5/11/2023,USQX92302824,134,129.6,"230,849,195","23,091","12,233,221",64.0,"363,082,908","5,135,848","4,897,595","104,580,759","1,551,501,289","150,614,267",49.0,"24,103",214,25.0,"319,914",33.0,"23,525,446","4,705",,"623,446",,0
138,Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milion�,3/1/2024,BCAEW2400001,139,128.5,"37,157,630","2,052","30,387,641",74.0,"63,418,833","427,441","1,600,000","853,176","8,850,449","149,589,609",11.0,190,,32.0,"8,460,458",11.0,,,,"42,895",,0
146,�,�,FLI:P,4/7/2023,FRX282306294,147,125.4,"8,028,757","1,972","488,653",44.0,"48,533,758","399,664","8,800,000","256,186,613","3,985,974,550","6,879,573",1.0,373,,,,,,,,"220,198",,0
159,QLONA,MA�ANA SER� BONITO (BICHOTA,KAROL G,8/10/2023,USUG12305257,160,120.7,"850,810,162","56,104","79,334,561",82.0,"258,553,384","1,174,349","1,167,300","58,820,722","717,259,721","590,681,204",72.0,"39,951",4,57.0,"7,146,260",83.0,"32,210,732","12,492",,"1,537,093",,1
161,�,� 3� �,�(�),1/5/2022,JPKI02118106,162,119.5,"548,408",130,"20,518",24.0,"1,356,336","17,701","18,000,000","334,009,036","7,041,708,832",,1.0,,,,,,,,,"69,763",,0
164,Se�o,Shawn Mendes (Deluxe),Shawn Mendes,5/25/2018,USUM71911283,165,117.6,"2,738,293,818","251,033","108,433,327",74.0,"2,372,399,124","26,919,886","5,815,851","140,938,643","1,859,977,153","2,305,437,038",380.0,"531,893",378,570.0,"2,693,006",89.0,"337,815,285","426,555",,"15,254,141",,0
165,DESPECH�,DESPECH�,ROSAL�,7/28/2022,USSM12207207,166,116.9,"1,003,487,432","126,402","88,024,543",73.0,"621,874,255","2,859,234","2,409,247","476,447,290","6,208,638,113","672,233,681",152.0,"175,614","1,077",105.0,"6,388,819",97.0,"40,988,020","6,129",,"3,205,234",,1
174,PERRO NEGRO,nadie sabe lo que va a pasar ma�,Bad Bunny,10/13/2023,QMFME2364199,175,114.2,"689,181,455","61,138","90,492,257",83.0,"183,381,482","738,123","213,300","49,332,435","487,440,417","546,833,520",67.0,"32,507",175,51.0,"13,729,294",44.0,"14,039,085","3,684","2,473,108","930,098",,1
180,Seg�n Qu,Seg�n Qu,Maluma,8/17/2023,USSD12300400,182,111.8,"571,366,508","32,236","42,828,677",79.0,"475,200,526","1,369,288",,,,"1,602,673,476",50.0,"38,691",423,60.0,"10,199,675",29.0,"35,912,217","8,715","46,646","1,703,294",,1
212,CUFF IT,RENAISSANCE,Beyonc�,7/29/2022,USSM12206232,213,104.9,"795,960,535","100,204","68,659,216",73.0,"176,996,169","1,606,296","2,762,888","945,005,125","11,215,597,325","251,341,543",182.0,"481,547",818,108.0,"3,025,424",142.0,"41,249,326","32,516",,"3,861,203",,1
240,Si No Est�,Si No Est�s - Si,i�igo quin,9/22/2022,TCAGM2208561,241,100.1,"665,716,137","97,057","33,252,792",80.0,"358,206,246","2,896,698","2,900,087","216,927,444","2,653,383,273","862,779,648",33.0,"77,764",119,51.0,"27,583,086",60.0,"202,795","1,067","1,432,443","5,502,998",,0
243,Coraz�n de Pi,Coraz�n de Piedra - Si,Xavi,3/23/2024,USA2P2414894,244,98.8,"172,164,034","5,517","48,983,734",82.0,"117,450,205","1,103,003",,,,"135,952,492",11.0,"1,879",,7.0,"2,124,457",16.0,"9,152,713","1,759","1,136,588","418,366",,0
259,girls like me don't cry,Girls Like Me Don't Cry,th�,10/6/2022,QZLBC2200766,260,96.2,"69,931,412","13,220","8,876,286",61.0,"63,786,141","759,332","9,009,769","496,871,104","6,778,569,349","147,879",4.0,"4,180",29,,,15.0,"71,269",228,,"195,627",,0
279,La V�c,La V�c,Xavi,8/19/2023,USA2P2339944,280,92.0,"521,116,293","24,734","22,828,160",81.0,"427,625,497","2,560,068","33,444","11,882,123","107,781,205","1,392,579,416",18.0,"3,852",82,20.0,"14,503,583",22.0,"10,154,861","13,336",,"988,007",,1
287,Una Noche en Medell�,Una Noche en Medell�,Cris Mj,1/21/2022,QM4TW2218961,288,90.7,"839,405,565","107,431","27,444,811",75.0,"662,287,768","4,695,932","3,874,773","422,978,919","4,817,726,878","438,066,241",41.0,"29,848",601,19.0,"1,780,823",46.0,"8,328,637","7,361",,"2,351,019",,1
292,B�n�os Que N�o T�m Fim (Co,B�n�os Que N�o T�m Fim (Co,Isadora Pompeo,11/9/2023,BRSME2301957,293,89.6,"95,536,146","8,900","9,760,374",,"143,810,663","1,507,763","1,800,000","44,077,311","711,024,077","890,790,802",16.0,88,,51.0,"7,385,831",7.0,,,,"229,561",,0
303,Calma - Remix,Calma (Remix),Pedro Cap�,10/5/2018,USSD11800343,303,87.2,"1,153,753,974","118,846","37,335,160",67.0,"2,890,512,374","13,572,964","1,847,640","11,391,899","124,640,416","374,564,231",152.0,"57,934",7,77.0,"859,903",2.0,"168,274,012","88,107",,"14,113,990",,0
311,Cool,JnD Mix,,5/25/2024,QZNWQ2410638,311,86.5,,,,,,,,,,,,,,,,,,,,"8,624,577",,0
313,BESO,RR,ROSAL�,3/24/2023,USSM12301258,313,86.3,"647,201,484","81,393","46,208,549",74.0,"186,060,248","1,524,559","946,380","131,649,631","1,792,090,770","28,857,204",117.0,"106,591",277,80.0,"4,935,799",65.0,"20,360,773","4,829","113,549","1,589,528",,0
314,MTG QUEM N�O QUER SO,MTG QUEM N�O QUER SOU EU - Si,DJ TOPO,5/10/2024,BXIV82456543,315,86.1,"51,198,446","3,022","40,425,173",80.0,"14,990,394","244,589","245,300",,,,8.0,48,,29.0,"9,552,072",20.0,,,,"128,880",,0
344,kompa pasi�,kompa pasi�,�,4/12/2024,USUS12400227,345,82.5,"29,458,027","2,602","6,588,032",78.0,"8,529,869","225,779","439,200","8,820,761","87,680,200","154,517",9.0,132,,6.0,"73,462",,,,"365,682","2,085,595",,0
345,Qu� Ago,Pa' Luego Es Tarde,Yuridia,10/20/2022,MXF012200200,343,82.5,"394,381,902","22,919","12,262,540",73.0,"805,683,907","2,076,505","998,663","48,461,089","847,830,213","14,566,260",24.0,"25,712","1,169",18.0,"2,340,656",15.0,"14,271,775","11,420",,"1,353,588",,0
351,�,�,YOASOBI,4/12/2023,JPP302300157,351,81.8,"356,559,943","47,785","12,078,942",69.0,"490,408,465","4,295,510","504,800","162,429,655","1,871,819,472","1,227,624,888",59.0,"1,883",,7.0,"44,834",12.0,"540,614",419,,"804,248",,0
352,L�AMOUR DE ,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401990,352,81.6,"84,575,291","5,186","51,449,432",85.0,"11,080,040","346,121",137,,,"3,541,236",95.0,271,1,19.0,"2,682,503",18.0,"183,562",231,"749,185","214,747",,0
353,Thinkin� B,One Thing At A Time,Morgan Wallen,3/3/2023,USUG12300821,353,81.5,"406,319,778","42,283","16,439,412",80.0,"84,066,193","368,256","117,408","7,626,726","99,492,470","606,650,627",50.0,"262,596",145,2.0,"2,456",19.0,"181,953,005","27,501","7,289,828","1,185,776",,0
357,CONTIGO (with Ti�,CONTIGO (with Ti�,KAROL G,2/15/2024,USUG12400966,357,81.0,"162,165,853","10,306","87,901,542",85.0,"93,106,341","1,394,962",,,,"1,916,097,608",66.0,"46,348",53,45.0,"4,652,694",69.0,"11,091,776","1,611",179,"775,583",,0
358,Sequ�ncia da,Sequ�ncia da,TRASHXRL,5/8/2023,SGB502370315,358,80.8,"148,630,357","22,962","19,586,200",33.0,"61,652,249","723,007","3,757,654","145,382,546","2,299,851,479","1,136,738",3.0,1,,,,5.0,"42,656",,"5,607,466","423,570",,1
362,Lan,Lan - Single,Zeynep Bast�,3/8/2024,TRAUR2400004,362,80.3,"81,246,715","4,073","6,852,706",72.0,"146,249,969","590,112",,,,"88,179,577",11.0,"5,899",,5.0,"1,585,206",,,,,"444,123",,0
381,The Business,The Business,Ti�,9/16/2020,CYA112000624,381,78.3,"1,191,635,193","255,697","78,272,032",70.0,"539,885,283","4,027,102","777,092","73,955,191","1,435,552,956","462,516,169",362.0,"277,419",484,216.0,"3,941,324",41.0,"108,360,279","53,852","140,470","9,642,311",,0
400,I DON�T WANNA DO THIS A,King of the Dead,Juli�n Kh,3/18/2024,QZLL92480334,454,76.5,"564,444,844",5,20,,,,,,,,,,,,,,,,,,,1
401,Igual Que Un �ngel (with Peso Pl,ORQU�,Kali Uchis,1/12/2024,USUM72315072,400,76.3,"263,568,994","17,285","38,697,311",,"113,081,188","1,249,785",,"1,411,800","11,612,300","1,344,542,728",46.0,"22,110",6,58.0,"16,438,835",57.0,"2,451,926","3,216","965,916","1,017,370",,0
409,NUEVA VIDA,G�N,Peso Pluma,6/22/2023,QM7282306253,408,75.6,"253,464,894","22,779","10,733,622",76.0,"191,499,043","634,671","1,755,500","61,572,969","708,437,568","534,279,807",6.0,115,,4.0,"1,599,559",10.0,"22,214,240","5,494",,"781,164",,1
412,Beggin',Chosen,M�ne,12/8/2017,ITB001700846,413,75.4,"1,601,293,263","358,760","75,186,063",79.0,"424,132,504","4,191,200","7,717,647","1,765,938,944","18,153,723,096","1,718,450,782",271.0,"478,458",784,168.0,"2,960,260",55.0,"63,838,488","75,382",,"14,404,336",,0
415,Haw�,Haw�,Maluma,7/29/2020,USSD12000190,415,75.3,"1,289,186,767","123,303","48,973,048",73.0,"1,464,055,196","7,754,280","729,784","9,309,533","131,926,571","371,508,169",201.0,"80,055",98,86.0,"5,370,315",99.0,"105,490,212","45,106",,"2,387,272",,0
436,telepat�,Sin Miedo (del Amor y Otros Demonios) �,Kali Uchis,11/18/2020,GBUM72005748,435,73.9,"1,151,629,030","201,783","55,679,157",77.0,"456,651,608","6,111,089","1,448,920","467,181,048","3,401,301,248","244,384,379",164.0,"173,512","1,303",63.0,"488,896",60.0,"53,202,036","41,954","18,082,840","6,239,619",,0
453,No Me Queda M�s (Remasterizado 2024/30th Annivers,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,USUM72402906,452,72.7,"171,242,868",15,"78,253",,,,,,,,2.0,4,,1.0,"19,628",3.0,"109,170,088","29,055",,,,0
460,� �,� �,ALEX&RUS,7/3/2019,QM6N21999015,460,71.9,"52,830,200","14,893","1,344,212",41.0,"263,688,786","1,760,965","19,100,000","295,333,807","5,821,447,553",,2.0,430,,,,,,,,"3,415,809",,0
478,AMARGURA,MA�ANA SER�,KAROL G,2/24/2023,USUM72222552,477,70.4,"629,102,459","31,206","51,913,972",81.0,"317,295,184","924,600","969,500","28,700,787","404,330,162","814,335,857",45.0,"46,179",387,30.0,"3,549,738",23.0,"38,480,759","8,821",,"1,252,595",,1
480,I Wanna Party,I Wanna Party - Single,,5/31/2024,QZYFZ2445017,482,70.3,,,,,,,,,,,,,,,,,,,,,,0
484,Feliz Cumplea�os Fe,Feliz Cumplea�os Fe,Feid,8/19/2022,USUM72215366,483,70.1,"944,833,760","84,300","40,737,356",78.0,"442,672,273","1,382,190","712,759","110,146,879","1,137,735,925","656,176,233",58.0,"35,382",847,29.0,"4,232,864",38.0,"5,607,959","2,694",,"1,105,660",,0
495,We Don't Talk About Bruno,Encanto (Original Motion Picture Soundtrack),Carolina Gait�n - La G,11/19/2021,USWD12112915,493,69.4,"502,781,351","57,858","20,151,204",68.0,"749,366,767","5,566,798","601,478","415,546,697","3,341,780,836","65,811,641",88.0,"22,082",,8.0,"183,506",34.0,"66,651,535","277,556","5,144,020","828,770",,0
500,Regalo De Dios,PRESENTE,Juli�n �lvarez y su Norte�,11/17/2023,QZ7HP2300092,498,68.9,"205,050,873","6,236","32,107,085",81.0,"242,715,015","1,024,215",,"1,660","20,904","1,291,400,606",7.0,"2,838",,8.0,"2,174,143",8.0,"7,709,559","5,232",,"750,457",,0
502,Toyour �,Amrat �,Rasha Nahas,1/20/2023,QMEU32211578,500,68.9,"11,360",26,"3,294",6.0,"854,850,866","6,612",,,,,,16,,,,,,,,264,,0
506,MIENTRAS ME CURO DEL CORA,MA�ANA SER�,KAROL G,2/24/2023,USUM72300862,506,68.7,"426,341,106","29,511","24,418,991",76.0,"304,538,874","2,238,586","1,577,292","68,382,766","871,654,140","172,894,442",22.0,"31,573",131,18.0,"2,850,884",57.0,"18,389,679","4,957",,"587,533",,0
530,Savage (feat. Beyonc�) - R,Savage (feat. Beyonc�) [Re,Megan Thee Stallion,4/29/2020,QMCE32000145,528,66.8,"428,986,855","49,403","19,102,863",57.0,"179,237,329","1,934,526","11,268,723","807,114,884","7,823,796,917","15,380,362",151.0,"162,045",82,60.0,"136,408",8.0,"86,651,635","74,696",,"2,104,217",,1
533,T� ,Dolido Pero No Arrepentido - EP,Fuerza Regida,2/9/2024,QZ9QQ2400125,531,66.7,"188,154,454","6,068","47,264,152",82.0,"124,152,999","632,963",,"2,121,100","27,500,000","528,622,354",32.0,18,,13.0,"1,810,337",6.0,"6,288,446","4,696",,"445,052",,0
539,Cuando Te Am�,Cuando Te Am� - Si,Cupula Roja,6/8/2024,UKXN22459926,537,66.3,,,,,"97,907",436,,,,,,,,,,,,,,"837,439",,0
541,The Motto,The Motto,Ti�,11/4/2021,CYA112001070,540,66.2,"818,199,643","147,373","98,477,761",70.0,"300,558,745","1,923,570","121,422","28,637,203","591,641,859","2,987,052,499",223.0,"219,365","1,085",129.0,"3,090,312",73.0,"99,191,606","14,575",,"4,987,597",,0
547,BREAK MY SOUL,BREAK MY SOUL,Beyonc�,6/21/2022,USSM12206234,544,65.7,"443,564,590","80,121","43,604,917",64.0,"122,345,818","1,753,026","247,082","93,051,722","1,231,848,412","4,088,928,383",210.0,"436,049","1,089",73.0,"1,986,611",115.0,"24,808,925","23,163","4,766,826","2,682,867",,0
554,Qu� M�,Qu� M�,J Balvin,5/28/2021,QZM5U2100064,552,65.3,"811,810,737","117,049","31,186,381",67.0,"874,107,993","4,127,669","914,703","200,383,930","1,748,578,220","176,466,990",108.0,"43,750",105,34.0,"1,198,593",72.0,"23,369,752","4,765",,"1,744,699",,0
562,I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I,M�ne,3/19/2021,ITB002100115,558,64.4,"1,053,626,902","240,281","35,343,056",77.0,"286,243,073","5,394,802","415,619","226,005,917","1,755,214,047","275,474,626",117.0,"53,353",185,50.0,"1,407,171",44.0,"18,935,940","25,775",,"6,698,043",,1
570,Con Altura,Con Altura,ROSAL�,3/28/2019,USSM11900950,566,63.9,"770,653,954","81,459","36,880,651",66.0,"2,296,478,541","10,488,884","216,000","24,907,115","353,024,939","485,556,969",194.0,"27,554",431,81.0,"940,235",66.0,"42,954,487","21,247",,"2,990,649",,0
571,� (HEYA),IVE SWITCH,IVE,4/29/2024,QM4TX2478220,568,63.8,"32,189,908","1,646","17,870,918",60.0,"56,484,359","869,830",,"2,558,230","19,697,730",,26.0,642,,8.0,"159,862",20.0,"52,017",28,"80,824","58,570",,0
572,LA CANCI�,OASIS,J Balvin,6/28/2019,USUM71911618,570,63.8,"1,706,325,903","149,957","78,600,154",79.0,"1,527,773,578","6,954,777","51,934","21,045,881","143,346,183","334,064,909",157.0,"19,418",24,118.0,"3,592,823",39.0,"150,953,996","62,582",,"3,149,000",,0
574,Chandelier,Todo Exitos 2014 (Los N�mero 1 Del A,Sia,1/1/2014,USRC11400498,569,63.8,"1,729,264,620","171,065","77,207,881",75.0,"3,137,616,905","17,150,946","369,612","124,140,769","1,176,707,701","1,774,014,030",216.0,"244,316",257,151.0,"1,369,282",70.0,"409,374,508","528,134",,"19,192,527",,0
577,All About That Bass,Los N�meros 1 De 40 (El Disco De Los �,Meghan Trainor,1/1/2014,USSM11401317,573,63.6,"815,661,095","92,401","43,164,406",70.0,"2,725,121,387","10,672,692","423,870","58,123,781","620,379,145","649,286,436",130.0,"45,010",399,93.0,"464,181",43.0,"514,035,113","1,813,173",,"16,984,011",,1
585,On My Mama,On My Mama,Victoria Mon�,6/16/2023,USRC12204025,582,63.1,"119,798,692","16,874","43,909,927",65.0,"57,621,851","673,949","52,478","14,376,748","138,101,105","286,698,611",55.0,"306,628",382,39.0,"8,198,464",78.0,"17,556,177","11,350","2,797,592","1,507,722",,1
605,T�,T�,DENNIS,5/4/2023,BRSME2300692,601,61.7,"333,339,751","41,237","24,980,357",69.0,"164,941,550","1,130,932","1,253,933","124,997,599","1,585,272,275","158,095,067",44.0,"6,589",135,67.0,"3,132,886",11.0,"183,192",334,,"1,174,062",,0
606,C�t �,C�t �,T�ng Duy ,9/28/2023,QZYHM2362070,602,61.6,"6,921,900","1,554","91,085",,"119,888,947","390,939","1,800,000","18,029,920","497,979,360","2,119,803",1.0,5,,,,,,,,"33,933",,0
613,�chame La Culpa,�chame La Culpa,Luis Fonsi,11/17/2017,USUM71712163,607,61.4,"935,042,457","92,728","21,057,073",68.0,"2,463,300,079","11,133,796","1,121,206","13,550,452","139,512,356","391,129,325",92.0,"81,252",,76.0,"175,283",36.0,"113,179,212","41,836",,"8,719,140",,0
627,GAT�,GAT�,KAROL G,8/26/2022,USUM72216070,623,61.0,"427,247,328","42,444","22,820,163",66.0,"547,409,394","3,332,851","333,197","26,378,245","275,273,861","708,455,030",38.0,"41,880",104,24.0,"6,138,492",41.0,"51,711,477","9,193",,"1,177,588",,0
629,Te Bot� - R,Flow La Movie Remixes,Nio Garcia,1/1/2017,QM4TW1811888,625,60.9,"1,176,693,861","132,271","43,704,712",69.0,"2,570,135,916","11,563,688","749,700","18,965,802","254,943,718","304,845,333",84.0,"18,925",50,51.0,"1,787,985",,"252,140,479","178,669",,"8,825,164",,1
645,ULTRA SOLO,ULTRA SOLO,Polim� Westc,2/14/2022,CLPP22200004,642,59.7,"360,068,693","58,995","18,998,905",64.0,"149,041,400","1,103,249","4,984,600","450,591,101","4,865,262,796",,35.0,"18,457",,19.0,"138,088",19.0,"55,318",706,,"1,212,308",,0
649,Gangnam Style (�,Hits For Kids 29,PSY,1/1/2012,USUM71210283,647,59.6,"477,162,323","103,211","28,183,533",67.0,"5,849,588,091","31,460,015","146,609","64,279,161","578,660,460","288,553,687",93.0,"13,151",77,50.0,"208,246",21.0,,,,"7,977,546",,0
656,n�e,n�e,21 Savage,1/10/2024,USSM12309168,652,59.4,"150,203,467","33,551","52,062,674",,"15,371,828","236,178",,,,"121,166,226",24.0,"18,531",4,12.0,"91,130",25.0,"3,682,246",903,,"467,115",,1
671,Don't Be Shy,Don't Be Shy - Single,Ti�,8/12/2021,CYA112000981,670,58.9,"686,371,118","95,938","62,300,199",69.0,"479,721,274","3,066,965","1,500,000","146,674,018","2,298,614,237","1,914,236,734",130.0,"104,810",945,87.0,"604,339",51.0,"46,151,542","9,577",,"4,879,555",,1
675,Feather,emails i can�t send fwd,Sabrina Carpenter,3/17/2023,USUM72301876,673,58.8,"488,979,989","32,825","79,636,817",84.0,"88,126,911","1,378,287","170,893","35,176,071","443,060,258","756,672,096",60.0,"212,739",400,72.0,"5,800,066",37.0,"14,414,933","5,802",,"1,261,815",,1
683,Memory Reboot,Memory Reboot,V�,1/13/2023,QM4TW2307105,679,58.6,"168,087,455","33,442","16,618,553",71.0,"139,656,144","2,054,412","2,629,100","156,998,611","1,559,678,788","45,767,047",,6,,7.0,"278,942",,,,,"1,425,007",,0
698,Punter�,Punter�,Shakira,3/21/2024,USQX92400523,697,57.9,"44,416,140","3,482","40,692,106",,"37,587,721","723,249",,,,"25,602,348",50.0,"46,382",316,62.0,"2,324,709",69.0,"3,631,361",545,"10,952","457,125",,0
707,Por Mi Mexico (Remix),"Por Mi M�xico (Remix) [feat. Dharius, C-Kan, MC Davo & Neto Pe�a] ",Lefty Sm,8/25/2023,QM3DF2219446,703,57.7,"98,795,736","8,721","6,921,023",67.0,"236,734,405","1,554,966","614,600","25,414,356","319,127,773","295,805,823",8.0,31,,3.0,"146,132",28.0,"17,670,634","3,877",,"312,223",,1
709,"Abrar�s Entry | Jamal Kudu ""ANIMAL"")","Abrar�s Entry | Jamal Kudu ""ANIMAL"")",Harshavardhan Rameshwar,12/6/2023,INS182303500,704,57.7,"56,885,072","4,639","1,510,883",,"221,866,727","3,018,127",,,,"663,300,068",7.0,,,,,5.0,,,,"1,025,493",,0
727,La Jumpa,La Jumpa,Arc�,11/30/2022,QMDA72252608,726,56.9,"716,829,483","99,063","53,041,655",68.0,"131,057,530","1,300,009","46,605","37,630,552","348,775,704","1,184,569",59.0,"43,702",11,20.0,"879,528",77.0,"12,867,947","4,374",,"1,521,416",,1
746,Mi�n,Mi�n,TINI,4/29/2021,USHR12141512,742,56.3,"723,722,454","79,670","35,967,048",73.0,"869,498,397","4,948,905","916,770","122,604,577","1,607,695,575","166,684,466",80.0,"28,464",170,29.0,"394,359",64.0,"6,768,367","3,258",,"1,358,270",,0
759,Lay Low,Lay Low,Ti�,1/6/2023,NLZ542202348,756,55.9,"406,141,247","67,235","95,995,595",70.0,"91,367,578","707,830","173,461","21,756,073","588,640,576","335,569,922",93.0,"142,340",498,66.0,"1,547,811",3.0,,,"1,772,021","3,933,085",,0
769,Fr�gil (feat. Grupo Front,Fr�gil (feat. Grupo Front,Yahritza Y Su Esencia,4/7/2023,USQX92302369,765,55.4,"432,988,420","32,294","28,454,994",67.0,"194,658,217","1,261,625","633,280","45,475,847","750,998,497","9,725,361",35.0,"22,768",31,14.0,"1,229,279",25.0,"33,073,012","10,830",,"1,407,776",,0
782,Pareja Del A�,Pareja Del A�,Sebastian Yatra,4/16/2021,USUM72104664,779,54.9,"817,933,263","104,636","31,495,621",70.0,"658,407,296","4,541,248","877,700","82,923,244","870,762,842","136,526,601",105.0,"51,363",244,36.0,"1,953,756",46.0,"41,931,285","7,638",,"2,894,166",,0
797,Chale,Chale - Single,Eden Mu�,2/18/2022,MXB952200017,794,54.5,"414,104,069","33,044","18,247,093",67.0,"665,626,745","2,889,082","968,864","248,485,504","2,953,043,191","28,563,266",18.0,"17,222",361,4.0,"196,022",43.0,"40,508,092","7,944","2,525,726",,,0
801,TEXAS HOLD 'EM,TEXAS HOLD 'EM,Beyonc�,2/9/2024,USSM12401303,798,54.3,"425,058,273","2,563","11,967,164",,"46,791,219","643,498",,,,"987,644,203",63.0,,,3.0,"35,655",,"13,815,433","36,200",,,,0
802,Petit g�,Petit g�,Jungeli,8/4/2023,QMBZ92393247,797,54.3,"159,181,956","29,011","10,943,796",74.0,"159,092,284","820,029","12,100","2,709,265","37,717,213","201,180,033",38.0,"29,970",,46.0,"20,176,323",46.0,,,,"3,454,084",,1
804,�,Show - Single,Ado,9/6/2023,JPPO02302806,800,54.2,"114,381,380","15,725","4,390,255",67.0,"230,252,306","1,606,934","286,300","41,518,862","613,717,046","548,853,137",33.0,507,,1.0,"1,802",7.0,,,,"270,400",,0
817,If We Being R�,2093,Yeat,2/16/2024,USUM72401643,812,53.8,"92,517,121","10,195","13,681,051",80.0,"4,695,846","79,415",,,,,19.0,584,,10.0,"1,802,148",3.0,"167,577","1,061","5,704,007","1,371,705",,1
